subfigure	H	multicellular	xmin	density
A	Loops	Metazoa & Embryophyta	0.0208751925666114	0.000110680345082207
A	Loops	Metazoa & Embryophyta	0.0215563294375402	5.21490436463582e-06
A	Loops	Metazoa & Embryophyta	0.02225969113037	5.43310554312344e-07
A	Loops	Metazoa & Embryophyta	0.0229860028190407	4.6534282652177e-07
A	Loops	Metazoa & Embryophyta	0.0237360133392007	4.40740258669877e-07
A	Loops	Metazoa & Embryophyta	0.024510495960264	1.88061077649705e-05
A	Loops	Metazoa & Embryophyta	0.0253102491826602	3.57211307196482e-08
A	Loops	Metazoa & Embryophyta	0.0261360975610977	7.23186383595299e-09
A	Loops	Metazoa & Embryophyta	0.0269888925546889	1.41944567911238e-08
A	Loops	Metazoa & Embryophyta	0.0278695134048141	1.60639818631467e-07
A	Loops	Metazoa & Embryophyta	0.0287788680416296	1.2383550730894e-08
A	Loops	Metazoa & Embryophyta	0.0297178940201542	1.86799205916741e-09
A	Loops	Metazoa & Embryophyta	0.0306875594868986	9.53768235580918e-10
A	Loops	Metazoa & Embryophyta	0.0316888641780363	2.69624319831477e-09
A	Loops	Metazoa & Embryophyta	0.0327228404501422	7.37815708281112e-10
A	Loops	Metazoa & Embryophyta	0.0337905543445646	8.66083536673595e-10
A	Loops	Metazoa & Embryophyta	0.0348931066865258	0
A	Loops	Metazoa & Embryophyta	0.0360316342200855	3.55719069158381e-10
A	Loops	Remaining eukaryota	0.000377216144851	4.34519883812243e-05
A	Loops	Remaining eukaryota	0.000389524334284357	3.02463718552186e-05
A	Loops	Remaining eukaryota	0.000402234127756129	2.49791254088712e-05
A	Loops	Remaining eukaryota	0.000415358629208577	2.65785874584994e-05
A	Loops	Remaining eukaryota	0.000428911370152626	3.78903305423042e-08
A	Loops	Remaining eukaryota	0.000442906323619013	2.35222037031661e-07
A	Loops	Remaining eukaryota	0.000457357918564632	1.62490372983196e-07
A	Loops	Remaining eukaryota	0.000472281054748962	1.70795801505838e-07
A	Loops	Remaining eukaryota	0.000487691118095885	1.95842047181426e-07
A	Loops	Remaining eukaryota	0.000503603996556749	1.26558363247036e-07
A	Loops	Remaining eukaryota	0.000520036096491032	2.75738375625452e-07
A	Loops	Remaining eukaryota	0.000537004359581477	6.98449899505502e-06
A	Loops	Remaining eukaryota	0.00055452628030117	2.4286370625288e-06
A	Loops	Remaining eukaryota	0.000572619923950536	1.58783845660428e-07
A	Loops	Remaining eukaryota	0.000591303945282872	4.24089878762864e-07
A	Loops	Remaining eukaryota	0.000610597607737611	2.33483342774595e-06
A	Loops	Remaining eukaryota	0.000630520803301147	8.95750061077919e-07
A	Loops	Remaining eukaryota	0.000651094073015698	1.30640604234723e-06
A	Loops	Remaining eukaryota	0.000672338628157363	2.68264234937004e-06
A	Loops	Remaining eukaryota	0.000694276372105182	1.55021421064489e-05
A	Loops	Remaining eukaryota	0.000716929922923771	4.04734790413105e-06
A	Loops	Remaining eukaryota	0.000740322636682811	1.34464299822637e-06
A	Loops	Remaining eukaryota	0.000764478631537416	0.000137677493551816
A	Loops	Remaining eukaryota	0.000789422812594228	0.000614925227924859
A	Loops	Remaining eukaryota	0.000815180897588871	0.000260648476220898
A	Loops	Remaining eukaryota	0.000841779443401222	0.000332790866478318
A	Loops	Remaining eukaryota	0.000869245873435866	0.000690785481491801
A	Loops	Remaining eukaryota	0.000897608505895935	0.000694790389994769
A	Loops	Remaining eukaryota	0.000926896582979496	0.000910252954552111
A	Loops	Remaining eukaryota	0.000957140301028598	0.000973259913778992
A	Loops	Remaining eukaryota	0.000988370841662044	0.0011925076807801
A	Loops	Remaining eukaryota	0.00102062040392399	0.00122449355290932
A	Loops	Remaining eukaryota	0.00105392223748153	0.00100449466718108
A	Loops	Remaining eukaryota	0.0010883106769055	0.00106194489502799
A	Loops	Remaining eukaryota	0.00112382117706977	0.00331591950195841
A	Loops	Remaining eukaryota	0.00116049034970568	0.00110683017072832
A	Loops	Remaining eukaryota	0.0011983560011491	0.0011836928717024
A	Loops	Remaining eukaryota	0.00123745717131924	0.000826954396680911
A	Loops	Remaining eukaryota	0.00127783417396922	0.00125406977071892
A	Loops	Remaining eukaryota	0.00131952863825002	0.00131042159154236
A	Loops	Remaining eukaryota	0.00136258355163062	0.00241259816366876
A	Loops	Remaining eukaryota	0.00140704330421854	0.00179634525417889
A	Loops	Remaining eukaryota	0.00145295373452661	0.00277246026053085
A	Loops	Remaining eukaryota	0.00150036217673292	0.00276409847777773
A	Loops	Remaining eukaryota	0.00154931750948297	0.00449493363292594
A	Loops	Remaining eukaryota	0.00159987020628408	0.00825583174064425
A	Loops	Remaining eukaryota	0.00165207238754412	0.00664619035109604
A	Loops	Remaining eukaryota	0.00170597787430834	0.00727284922311464
A	Loops	Remaining eukaryota	0.00176164224374935	0.00564680791114809
A	Loops	Remaining eukaryota	0.00181912288646796	0.0111784238347218
A	Loops	Remaining eukaryota	0.00187847906566344	0.0108497363154979
A	Loops	Remaining eukaryota	0.0019397719782346	0.005742631995845
A	Loops	Remaining eukaryota	0.00200306481787448	0.00893508070034293
A	Loops	Remaining eukaryota	0.00206842284022379	0.00833323625834383
A	Loops	Remaining eukaryota	0.0021359134301502	0.00357711242514695
A	Loops	Remaining eukaryota	0.00220560617122289	0.00422725963892443
A	Loops	Remaining eukaryota	0.00227757291745406	0.00493784918500715
A	Loops	Remaining eukaryota	0.00235188786738119	0.00782102381970183
A	Loops	Remaining eukaryota	0.00242862764056661	0.00619154230215882
A	Loops	Remaining eukaryota	0.0025078713565931	0.00482361702491565
A	Loops	Remaining eukaryota	0.00258970071663715	0.00671686579875105
A	Loops	Remaining eukaryota	0.00267420008770373	0.00936907676728716
A	Loops	Remaining eukaryota	0.00276145658960971	0.00971674806636809
A	Loops	Remaining eukaryota	0.00285156018480534	0.0092637886911655
A	Loops	Remaining eukaryota	0.00294460377112656	0.00686922061547343
A	Loops	Remaining eukaryota	0.00304068327757377	0.0140733756909327
A	Loops	Remaining eukaryota	0.00313989776321569	0.0280273835983384
A	Loops	Remaining eukaryota	0.0032423495193204	0.023510627137116
A	Loops	Remaining eukaryota	0.00334814417481881	0.0241305882196203
A	Loops	Remaining eukaryota	0.0034573908052093	0.0232535185875062
A	Loops	Remaining eukaryota	0.00357020204501578	0.0203669106388617
A	Loops	Remaining eukaryota	0.00368669420391521	0.0204865453244963
A	Loops	Remaining eukaryota	0.00380698738665417	0.0193585644320542
A	Loops	Remaining eukaryota	0.00393120561687825	0.0304147126872564
A	Loops	Remaining eukaryota	0.00405947696500183	0.0217390691906279
A	Loops	Remaining eukaryota	0.00419193368025014	0.0510514307357676
A	Loops	Remaining eukaryota	0.00432871232700972	0.0215334422920794
A	Loops	Remaining eukaryota	0.00446995392562791	0.0153067001303343
A	Loops	Remaining eukaryota	0.00461580409780636	0.0136980768612774
A	Loops	Remaining eukaryota	0.0047664132167387	0.0184971576063118
A	Loops	Remaining eukaryota	0.00492193656214708	0.0197095453785267
A	Loops	Remaining eukaryota	0.00508253448037723	0.0331226432021509
A	Loops	Remaining eukaryota	0.00524837254971745	0.0348173893038858
A	Loops	Remaining eukaryota	0.00541962175111171	0.0365449919048274
A	Loops	Remaining eukaryota	0.00559645864444292	0.0744652761923373
A	Loops	Remaining eukaryota	0.00577906555056822	0.0426447319281773
A	Loops	Remaining eukaryota	0.00596763073929385	0.0411993091524183
A	Loops	Remaining eukaryota	0.00616234862348347	0.0250584425832073
A	Loops	Remaining eukaryota	0.00636341995950007	0.0179240921583897
A	Loops	Remaining eukaryota	0.00657105205418804	0.00960146546541515
A	Loops	Remaining eukaryota	0.0067854589786089	0.0143252739784563
A	Loops	Remaining eukaryota	0.00700686178875104	0.0086048636758328
A	Loops	Remaining eukaryota	0.00723548875344091	0.00671201128893119
A	Loops	Remaining eukaryota	0.00747157558969086	0.01924948515723
A	Loops	Remaining eukaryota	0.00771536570572603	0.01897243082497
A	Loops	Remaining eukaryota	0.007967110451941	0.00770008237872251
A	Loops	Remaining eukaryota	0.00822706938004495	0.00654013105575343
A	Loops	Remaining eukaryota	0.00849551051066242	0.0179287545433998
A	Loops	Remaining eukaryota	0.00877271060966564	0.00241887560308665
A	Loops	Remaining eukaryota	0.0090589554735233	0.00414530979824975
A	Loops	Remaining eukaryota	0.00935454022395998	0.00234861406366085
A	Loops	Remaining eukaryota	0.00965976961223004	0.00164997180653517
A	Loops	Remaining eukaryota	0.00997495833331959	0.00911100791310836
A	Loops	Remaining eukaryota	0.0103004313504007	0.00154790641497653
A	Loops	Remaining eukaryota	0.0106365242298719	0.00369897256070478
A	Loops	Remaining eukaryota	0.0109835834873315	0.00229941146810149
A	Loops	Remaining eukaryota	0.0113419669448385	0.0020080533921332
A	Loops	Remaining eukaryota	0.0117120440998317	0.00257150768399848
A	Loops	Remaining eukaryota	0.0120941965060854	0.00083231038885752
A	Loops	Remaining eukaryota	0.0124888181670961	0.000211098140088864
A	Loops	Remaining eukaryota	0.0128963159423042	0.00101432425113253
A	Loops	Remaining eukaryota	0.0133171099665712	0.000555751575458358
A	Loops	Remaining eukaryota	0.0137516340833429	0.00077494495702224
A	Loops	Remaining eukaryota	0.0142003362919476	0.000804668464617805
A	Loops	Remaining eukaryota	0.0146636792094881	0.000222119429818867
A	Loops	Remaining eukaryota	0.0151421405478056	0.000338521423138268
A	Loops	Remaining eukaryota	0.0156362136060055	0.00138638879509581
A	Loops	Remaining eukaryota	0.0161464077790549	0.00213037556616106
A	Loops	Remaining eukaryota	0.0166732490829746	1.65148708798173e-05
A	Loops	Remaining eukaryota	0.0172172806971672	0.000419033424122338
A	Loops	Remaining eukaryota	0.0177790635244418	7.7899149515849e-06
A	Loops	Remaining eukaryota	0.0183591767693108	3.56679334493452e-05
A	Loops	Remaining eukaryota	0.0189582185351569	6.20745253665266e-07
A	Loops	Remaining eukaryota	0.0195768064408836	4.45741857252702e-07
A	Loops	Remaining eukaryota	0.0202155782576884	1.21994949702391e-06
A	Loops	Remaining eukaryota	0.0208751925666114	4.88348174215167e-07
A	Loops	Remaining eukaryota	0.0215563294375402	1.0537889176594e-06
A	Loops	Remaining eukaryota	0.02225969113037	2.06223699938202e-07
A	Loops	Remaining eukaryota	0.0229860028190407	1.03216474585034e-07
A	Loops	Remaining eukaryota	0.0237360133392007	5.54045539173684e-07
A	Loops	Remaining eukaryota	0.024510495960264	2.91614521636381e-07
A	Loops	Remaining eukaryota	0.0253102491826602	1.99684536958033e-07
A	Loops	Remaining eukaryota	0.0261360975610977	7.13677559736266e-08
A	Loops	Remaining eukaryota	0.0269888925546889	1.26381379050027e-07
A	Loops	Remaining eukaryota	0.0278695134048141	4.26766123001287e-08
A	Loops	Remaining eukaryota	0.0287788680416296	2.23490093466309e-08
A	Loops	Remaining eukaryota	0.0297178940201542	2.212580179437e-08
A	Loops	Remaining eukaryota	0.0306875594868986	0
A	Loops	Remaining eukaryota	0.0316888641780363	0
A	Loops	Remaining eukaryota	0.0327228404501422	0
A	Loops	Remaining eukaryota	0.0337905543445646	0
A	Loops	Remaining eukaryota	0.0348931066865258	9.85334377848589e-09
A	Loops	Remaining eukaryota	0.0360316342200855	0
B	Loops	Metazoa & Embryophyta	0	0.00233898557844672
B	Loops	Metazoa & Embryophyta	0.0111428571428571	6.64149733683572e-07
B	Loops	Metazoa & Embryophyta	0.0222857142857143	6.86687806166454e-06
B	Loops	Metazoa & Embryophyta	0.0334285714285714	5.85018675414159e-05
B	Loops	Metazoa & Embryophyta	0.0445714285714286	0.000329902371839134
B	Loops	Metazoa & Embryophyta	0.0557142857142857	0.000795359043789454
B	Loops	Metazoa & Embryophyta	0.0668571428571429	8.5519501634772e-06
B	Loops	Metazoa & Embryophyta	0.078	7.38647672009463e-05
B	Loops	Metazoa & Embryophyta	0.0891428571428571	7.57796630319812e-05
B	Loops	Metazoa & Embryophyta	0.100285714285714	0.000326090065368764
B	Loops	Metazoa & Embryophyta	0.111428571428571	7.55446381015042e-05
B	Loops	Metazoa & Embryophyta	0.122571428571429	0.000621564462544085
B	Loops	Metazoa & Embryophyta	0.133714285714286	4.49448497448112e-05
B	Loops	Metazoa & Embryophyta	0.144857142857143	5.77170073980508e-05
B	Loops	Metazoa & Embryophyta	0.156	0.000393848889044723
B	Loops	Metazoa & Embryophyta	0.167142857142857	8.26044626480505e-05
B	Loops	Metazoa & Embryophyta	0.178285714285714	0.000180461733230384
B	Loops	Metazoa & Embryophyta	0.189428571428571	9.38536643943089e-05
B	Loops	Metazoa & Embryophyta	0.200571428571429	0.00034802045667104
B	Loops	Metazoa & Embryophyta	0.211714285714286	0.000156429555445255
B	Loops	Metazoa & Embryophyta	0.222857142857143	3.43818190910207e-05
B	Loops	Metazoa & Embryophyta	0.234	5.95149759193688e-05
B	Loops	Metazoa & Embryophyta	0.245142857142857	0.000400910948108154
B	Loops	Metazoa & Embryophyta	0.256285714285714	0.000131378229136431
B	Loops	Metazoa & Embryophyta	0.267428571428571	8.42413814435265e-05
B	Loops	Metazoa & Embryophyta	0.278571428571429	2.9620063226419e-05
B	Loops	Metazoa & Embryophyta	0.289714285714286	0.000163406849031201
B	Loops	Metazoa & Embryophyta	0.300857142857143	6.76147494909812e-05
B	Loops	Metazoa & Embryophyta	0.312	7.92766449599538e-05
B	Loops	Metazoa & Embryophyta	0.323142857142857	0.000182247193890434
B	Loops	Metazoa & Embryophyta	0.334285714285714	1.48396454894318e-05
B	Loops	Metazoa & Embryophyta	0.345428571428571	6.88483551380058e-05
B	Loops	Metazoa & Embryophyta	0.356571428571429	1.85020841415405e-05
B	Loops	Metazoa & Embryophyta	0.367714285714286	6.72836786687841e-05
B	Loops	Metazoa & Embryophyta	0.378857142857143	3.30858498705583e-05
B	Loops	Metazoa & Embryophyta	0.39	8.53280146037125e-05
B	Loops	Metazoa & Embryophyta	0.401142857142857	6.35422385434884e-05
B	Loops	Metazoa & Embryophyta	0.412285714285714	2.5903086972473e-05
B	Loops	Metazoa & Embryophyta	0.423428571428571	3.00264517579412e-05
B	Loops	Metazoa & Embryophyta	0.434571428571429	3.720290460149e-05
B	Loops	Metazoa & Embryophyta	0.445714285714286	7.91507276801368e-05
B	Loops	Metazoa & Embryophyta	0.456857142857143	3.60006225583977e-05
B	Loops	Metazoa & Embryophyta	0.468	7.40651845312703e-05
B	Loops	Metazoa & Embryophyta	0.479142857142857	0.000110938006614474
B	Loops	Metazoa & Embryophyta	0.490285714285714	0.000139290385376961
B	Loops	Metazoa & Embryophyta	0.501428571428571	4.08292380792361e-05
B	Loops	Metazoa & Embryophyta	0.512571428571429	4.86980145086251e-05
B	Loops	Metazoa & Embryophyta	0.523714285714286	9.20486140713533e-05
B	Loops	Metazoa & Embryophyta	0.534857142857143	0.000122375904669592
B	Loops	Metazoa & Embryophyta	0.546	8.93300272028905e-05
B	Loops	Metazoa & Embryophyta	0.557142857142857	0.000128070814090724
B	Loops	Metazoa & Embryophyta	0.568285714285714	8.29117786290162e-05
B	Loops	Metazoa & Embryophyta	0.579428571428571	7.10417861158342e-05
B	Loops	Metazoa & Embryophyta	0.590571428571429	7.06886686074634e-05
B	Loops	Metazoa & Embryophyta	0.601714285714286	5.33634634623225e-05
B	Loops	Metazoa & Embryophyta	0.612857142857143	3.78422559163406e-05
B	Loops	Metazoa & Embryophyta	0.624	9.85257964233594e-05
B	Loops	Metazoa & Embryophyta	0.635142857142857	4.04729549785329e-05
B	Loops	Metazoa & Embryophyta	0.646285714285714	8.83142557377557e-05
B	Loops	Metazoa & Embryophyta	0.657428571428572	7.01858332972732e-05
B	Loops	Metazoa & Embryophyta	0.668571428571429	3.53901272398517e-05
B	Loops	Metazoa & Embryophyta	0.679714285714286	0.00010147153049896
B	Loops	Metazoa & Embryophyta	0.690857142857143	4.80393477457323e-05
B	Loops	Metazoa & Embryophyta	0.702	6.42151120136361e-05
B	Loops	Metazoa & Embryophyta	0.713142857142857	8.44809632605148e-05
B	Loops	Metazoa & Embryophyta	0.724285714285714	6.40052088491555e-05
B	Loops	Metazoa & Embryophyta	0.735428571428571	0.000188081957570729
B	Loops	Metazoa & Embryophyta	0.746571428571429	0.000121636600894206
B	Loops	Metazoa & Embryophyta	0.757714285714286	8.02978427365915e-05
B	Loops	Metazoa & Embryophyta	0.768857142857143	9.30647023744462e-05
B	Loops	Metazoa & Embryophyta	0.78	0.000100230532219515
B	Loops	Metazoa & Embryophyta	0.791142857142857	0.000114980364537053
B	Loops	Metazoa & Embryophyta	0.802285714285714	9.98315070336186e-05
B	Loops	Metazoa & Embryophyta	0.813428571428571	0.000245583127078189
B	Loops	Metazoa & Embryophyta	0.824571428571429	0.000107206060359206
B	Loops	Metazoa & Embryophyta	0.835714285714286	0.000281850500900028
B	Loops	Metazoa & Embryophyta	0.846857142857143	0.000216048260305394
B	Loops	Metazoa & Embryophyta	0.858	9.51038519597805e-05
B	Loops	Metazoa & Embryophyta	0.869142857142857	0.000170810515027825
B	Loops	Metazoa & Embryophyta	0.880285714285714	0.000245324314518571
B	Loops	Metazoa & Embryophyta	0.891428571428572	0.000185227992448637
B	Loops	Metazoa & Embryophyta	0.902571428571429	0.00023624362561495
B	Loops	Metazoa & Embryophyta	0.913714285714286	0.000109753911294251
B	Loops	Metazoa & Embryophyta	0.924857142857143	0.000257795521853144
B	Loops	Metazoa & Embryophyta	0.936	0.000230313560813856
B	Loops	Metazoa & Embryophyta	0.947142857142857	0.00022290142748446
B	Loops	Metazoa & Embryophyta	0.958285714285714	0.000216992188915327
B	Loops	Metazoa & Embryophyta	0.969428571428571	0.000136078970163372
B	Loops	Metazoa & Embryophyta	0.980571428571429	0.000162535888360945
B	Loops	Metazoa & Embryophyta	0.991714285714286	0.000410463373024415
B	Loops	Metazoa & Embryophyta	1.00285714285714	6.6602546333231e-05
B	Loops	Metazoa & Embryophyta	1.014	0.000182987807992578
B	Loops	Metazoa & Embryophyta	1.02514285714286	0.000268953241804851
B	Loops	Metazoa & Embryophyta	1.03628571428571	0.000335229595784035
B	Loops	Metazoa & Embryophyta	1.04742857142857	0.000358395289715098
B	Loops	Metazoa & Embryophyta	1.05857142857143	0.000397278145131238
B	Loops	Metazoa & Embryophyta	1.06971428571429	0.000389544513750807
B	Loops	Metazoa & Embryophyta	1.08085714285714	0.000461757856095314
B	Loops	Metazoa & Embryophyta	1.092	0.000519853742866187
B	Loops	Metazoa & Embryophyta	1.10314285714286	0.000578652750792176
B	Loops	Metazoa & Embryophyta	1.11428571428571	0.000775032019294876
