subfigure	H	domain	xmin	density
B	Voids	Bacteria	0.560671875	0.000616196968578329
B	Voids	Bacteria	0.569571428571429	0.000645840579527813
B	Voids	Bacteria	0.578470982142857	0.000715751790115102
B	Voids	Bacteria	0.587370535714286	0.000928678478173955
B	Voids	Bacteria	0.596270089285714	0.000959170055426235
B	Voids	Bacteria	0.605169642857143	0.00104440340075194
B	Voids	Bacteria	0.614069196428572	0.00102170930055312
B	Voids	Bacteria	0.62296875	0.00125593212185214
B	Voids	Bacteria	0.631868303571429	0.00137607034436104
B	Voids	Bacteria	0.640767857142857	0.00133585629603003
B	Voids	Bacteria	0.649667410714286	0.00185465415986739
B	Voids	Bacteria	0.658566964285714	0.00252202655899816
B	Voids	Bacteria	0.667466517857143	0.00276930922618994
B	Voids	Bacteria	0.676366071428571	0.00292870264332714
B	Voids	Bacteria	0.685265625	0.00268531142761186
B	Voids	Bacteria	0.694165178571429	0.00209552275732019
B	Voids	Bacteria	0.703064732142857	0.001603330450717
B	Voids	Bacteria	0.711964285714286	0.00178467677073805
B	Voids	Bacteria	0.720863839285714	0.00183822995869927
B	Voids	Bacteria	0.729763392857143	0.00197513682994537
B	Voids	Bacteria	0.738662946428572	0.00314232014462356
B	Voids	Bacteria	0.7475625	0.00406297331371987
B	Voids	Bacteria	0.756462053571429	0.00277378309790147
B	Voids	Bacteria	0.765361607142857	0.00272314754753301
B	Voids	Bacteria	0.774261160714286	0.00189127812914901
B	Voids	Bacteria	0.783160714285714	0.00208065719962033
B	Voids	Bacteria	0.792060267857143	0.00240973435209537
B	Voids	Bacteria	0.800959821428572	0.00243067561663584
B	Voids	Bacteria	0.809859375	0.00212118879299275
B	Voids	Bacteria	0.818758928571429	0.00211807257559224
B	Voids	Bacteria	0.827658482142857	0.00235218519719834
B	Voids	Bacteria	0.836558035714286	0.00235285497309723
B	Voids	Bacteria	0.845457589285714	0.00265198867365491
B	Voids	Bacteria	0.854357142857143	0.00242019636257107
B	Voids	Bacteria	0.863256696428572	0.00276159961740964
B	Voids	Bacteria	0.87215625	0.00286613538843984
B	Voids	Bacteria	0.881055803571429	0.0028031978472174
B	Voids	Bacteria	0.889955357142857	0.0027449161692636
B	Voids	Bacteria	0.898854910714286	0.0027949211834018
B	Voids	Bacteria	0.907754464285714	0.00272254152360541
B	Voids	Bacteria	0.916654017857143	0.00296091056984994
B	Voids	Bacteria	0.925553571428571	0.00273698406682109
B	Voids	Bacteria	0.934453125	0.00263615213162941
B	Voids	Bacteria	0.943352678571429	0.00314439462572079
B	Voids	Bacteria	0.952252232142857	0.00349197977267288
B	Voids	Bacteria	0.961151785714286	0.00378683635939594
B	Voids	Bacteria	0.970051339285714	0.00492377085354702
B	Voids	Bacteria	0.978950892857143	0.00487107682158732
B	Voids	Bacteria	0.987850446428572	0.00517263375233545
B	Voids	Bacteria	0.99675	0.00423435489444434
B	Voids	Bacteria	1.00564955357143	0.00409387123206791
B	Voids	Bacteria	1.01454910714286	0.00354389839303141
B	Voids	Bacteria	1.02344866071429	0.00345855939502341
B	Voids	Bacteria	1.03234821428571	0.00388699962250151
B	Voids	Bacteria	1.04124776785714	0.00406024050469927
B	Voids	Bacteria	1.05014732142857	0.00400912218278948
B	Voids	Bacteria	1.059046875	0.0044727175047433
B	Voids	Bacteria	1.06794642857143	0.0041643000422762
B	Voids	Bacteria	1.07684598214286	0.00451276101288817
B	Voids	Bacteria	1.08574553571429	0.00411318439744653
B	Voids	Bacteria	1.09464508928571	0.00389864263181818
B	Voids	Bacteria	1.10354464285714	0.00379474814620152
B	Voids	Bacteria	1.11244419642857	0.00416529114815734
B	Voids	Bacteria	1.12134375	0.00409238090832855
B	Voids	Bacteria	1.13024330357143	0.00444334932560375
B	Voids	Bacteria	1.13914285714286	0.00449785678117883
B	Voids	Bacteria	1.14804241071429	0.00561723432386073
B	Voids	Bacteria	1.15694196428571	0.00504087694409958
B	Voids	Bacteria	1.16584151785714	0.0064348255981091
B	Voids	Bacteria	1.17474107142857	0.00680372151851982
B	Voids	Bacteria	1.183640625	0.00622378278032419
B	Voids	Bacteria	1.19254017857143	0.00677293250614853
B	Voids	Bacteria	1.20143973214286	0.00633853601570768
B	Voids	Bacteria	1.21033928571429	0.00671971527269752
B	Voids	Bacteria	1.21923883928571	0.00692144744704535
B	Voids	Bacteria	1.22813839285714	0.00722792060701207
B	Voids	Bacteria	1.23703794642857	0.00776626743496053
B	Voids	Bacteria	1.2459375	0.00804657617598583
B	Voids	Bacteria	1.25483705357143	0.0086205932853812
B	Voids	Bacteria	1.26373660714286	0.00837968363383472
B	Voids	Bacteria	1.27263616071429	0.0104511897135738
B	Voids	Bacteria	1.28153571428571	0.00977624299634305
B	Voids	Bacteria	1.29043526785714	0.00945712526497921
B	Voids	Bacteria	1.29933482142857	0.0104706120980983
B	Voids	Bacteria	1.308234375	0.0106269182453232
B	Voids	Bacteria	1.31713392857143	0.0134752756043696
B	Voids	Bacteria	1.32603348214286	0.0127258622423433
B	Voids	Bacteria	1.33493303571429	0.0129491592570208
B	Voids	Bacteria	1.34383258928571	0.0114359723939252
B	Voids	Bacteria	1.35273214285714	0.0113262187691012
B	Voids	Bacteria	1.36163169642857	0.0109122939828045
B	Voids	Bacteria	1.37053125	0.0117626857078492
B	Voids	Bacteria	1.37943080357143	0.0119303032177545
B	Voids	Bacteria	1.38833035714286	0.0116557128881985
B	Voids	Bacteria	1.39722991071429	0.0114453559938532
B	Voids	Bacteria	1.40612946428571	0.0113658316464465
B	Voids	Bacteria	1.41502901785714	0.0136936602191604
B	Voids	Bacteria	1.42392857142857	0.0122872738113248
B	Voids	Bacteria	1.432828125	0.01466536749605
B	Voids	Bacteria	1.44172767857143	0.0147026847838247
B	Voids	Bacteria	1.45062723214286	0.0142381153146621
B	Voids	Bacteria	1.45952678571429	0.0153832659199241
B	Voids	Bacteria	1.46842633928571	0.0123625061643053
B	Voids	Bacteria	1.47732589285714	0.0126324289878957
B	Voids	Bacteria	1.48622544642857	0.0119303668272093
B	Voids	Bacteria	1.495125	0.0107478907317249
B	Voids	Bacteria	1.50402455357143	0.0101440499223414
B	Voids	Bacteria	1.51292410714286	0.00992323722004936
B	Voids	Bacteria	1.52182366071429	0.00971002864632868
B	Voids	Bacteria	1.53072321428571	0.0100563979533441
B	Voids	Bacteria	1.53962276785714	0.0115735787181609
B	Voids	Bacteria	1.54852232142857	0.0110252838375524
B	Voids	Bacteria	1.557421875	0.0116381031438083
B	Voids	Bacteria	1.56632142857143	0.0119101804039265
B	Voids	Bacteria	1.57522098214286	0.0112904018609999
B	Voids	Bacteria	1.58412053571429	0.00970955049558129
B	Voids	Bacteria	1.59302008928571	0.0102370015907408
B	Voids	Bacteria	1.60191964285714	0.00963776644136285
B	Voids	Bacteria	1.61081919642857	0.00965104967013032
B	Voids	Bacteria	1.61971875	0.00904810755935955
B	Voids	Bacteria	1.62861830357143	0.00873819728039359
B	Voids	Bacteria	1.63751785714286	0.00879400783521725
B	Voids	Bacteria	1.64641741071429	0.00870397501930108
B	Voids	Bacteria	1.65531696428571	0.00816088145222921
B	Voids	Bacteria	1.66421651785714	0.00826356019281671
B	Voids	Bacteria	1.67311607142857	0.0079586262507406
B	Voids	Bacteria	1.682015625	0.00865273334850213
B	Voids	Bacteria	1.69091517857143	0.00819111615332383
B	Voids	Bacteria	1.69981473214286	0.0081220845515855
B	Voids	Bacteria	1.70871428571429	0.00775366628825267
B	Voids	Bacteria	1.71761383928571	0.00770574407210769
B	Voids	Bacteria	1.72651339285714	0.0073984577206407
B	Voids	Bacteria	1.73541294642857	0.00700954403006211
B	Voids	Bacteria	1.7443125	0.00695546252607942
B	Voids	Bacteria	1.75321205357143	0.00635010129127998
B	Voids	Bacteria	1.76211160714286	0.00616676203563785
B	Voids	Bacteria	1.77101116071429	0.00623379974948675
B	Voids	Bacteria	1.77991071428571	0.00556052926079534
B	Voids	Bacteria	1.78881026785714	0.00580727450171649
B	Voids	Bacteria	1.79770982142857	0.00508102720390105
B	Voids	Bacteria	1.806609375	0.00496140699366412
B	Voids	Bacteria	1.81550892857143	0.00452177442489429
B	Voids	Bacteria	1.82440848214286	0.00426585479896245
B	Voids	Bacteria	1.83330803571429	0.00409816755409386
B	Voids	Bacteria	1.84220758928571	0.00405134650020684
B	Voids	Bacteria	1.85110714285714	0.0038462366511652
B	Voids	Bacteria	1.86000669642857	0.00413166097676111
B	Voids	Bacteria	1.86890625	0.0034247071379119
B	Voids	Bacteria	1.87780580357143	0.003908502378428
B	Voids	Bacteria	1.88670535714286	0.00288834970942918
B	Voids	Bacteria	1.89560491071429	0.00260819218520708
B	Voids	Bacteria	1.90450446428571	0.00251059019094009
B	Voids	Bacteria	1.91340401785714	0.00258327256196931
B	Voids	Bacteria	1.92230357142857	0.00233456085672022
B	Voids	Bacteria	1.931203125	0.00248248117325866
B	Voids	Bacteria	1.94010267857143	0.00232402801190396
B	Voids	Bacteria	1.94900223214286	0.00216770057225338
B	Voids	Bacteria	1.95790178571429	0.00195056339717479
B	Voids	Bacteria	1.96680133928571	0.00191977636063244
B	Voids	Bacteria	1.97570089285714	0.00181040962985152
B	Voids	Bacteria	1.98460044642857	0.00181881932935271
B	Voids	Bacteria	1.9935	0.00169323756367764
B	Voids	Bacteria	2.00239955357143	0.00145187311838828
B	Voids	Bacteria	2.01129910714286	0.00146313192068021
B	Voids	Bacteria	2.02019866071429	0.00131544062182662
B	Voids	Bacteria	2.02909821428571	0.00127720405332002
B	Voids	Bacteria	2.03799776785714	0.00112088106369396
B	Voids	Bacteria	2.04689732142857	0.00114395179640312
B	Voids	Bacteria	2.055796875	0.00106481064223139
B	Voids	Bacteria	2.06469642857143	0.000970461784741789
B	Voids	Bacteria	2.07359598214286	0.000959949723704385
B	Voids	Bacteria	2.08249553571429	0.000927142521186818
B	Voids	Bacteria	2.09139508928571	0.000927806076522856
B	Voids	Bacteria	2.10029464285714	0.000896622959640982
B	Voids	Bacteria	2.10919419642857	0.000866237853671654
B	Voids	Bacteria	2.11809375	0.000794395238691066
B	Voids	Bacteria	2.12699330357143	0.000785964383777519
B	Voids	Bacteria	2.13589285714286	0.000806993422850169
B	Voids	Bacteria	2.14479241071429	0.000773985184340936
B	Voids	Bacteria	2.15369196428571	0.000772640061891977
B	Voids	Bacteria	2.16259151785714	0.000737257237610106
B	Voids	Bacteria	2.17149107142857	0.000792941003306078
B	Voids	Bacteria	2.180390625	0.000680285685891745
B	Voids	Bacteria	2.18929017857143	0.000744621876384986
B	Voids	Bacteria	2.19818973214286	0.000662643019604175
B	Voids	Bacteria	2.20708928571429	0.00073532043270722
B	Voids	Bacteria	2.21598883928571	0.000649248255961893
B	Voids	Bacteria	2.22488839285714	0.000617086063275972
B	Voids	Bacteria	2.23378794642857	0.000641268359489577
B	Voids	Bacteria	2.2426875	0.000539027779213106
B	Voids	Bacteria	2.25158705357143	0.000544638814889262
B	Voids	Bacteria	2.26048660714286	0.000523265058490882
B	Voids	Bacteria	2.26938616071429	0.000474244459883041
B	Voids	Bacteria	2.27828571428571	0.000471596186053567
B	Voids	Bacteria	2.28718526785714	0.000438452320374661
B	Voids	Bacteria	2.29608482142857	0.000408765150748443
B	Voids	Bacteria	2.304984375	0.000391280275824613
B	Voids	Bacteria	2.31388392857143	0.000330015490858504
B	Voids	Bacteria	2.32278348214286	0.000300504654562042
B	Voids	Bacteria	2.33168303571429	0.000278481567717691
B	Voids	Bacteria	2.34058258928571	0.000255232519822196
B	Voids	Bacteria	2.34948214285714	0.000240107189616721
B	Voids	Bacteria	2.35838169642857	0.000212625149565955
B	Voids	Bacteria	2.36728125	0.000209007688059933
B	Voids	Bacteria	2.37618080357143	0.000156593227662671
B	Voids	Bacteria	2.38508035714286	0.000162572774383758
B	Voids	Bacteria	2.39397991071429	0.000126579295227493
B	Voids	Bacteria	2.40287946428571	0.000105083337846483
B	Voids	Bacteria	2.41177901785714	9.66559798651042e-05
B	Voids	Bacteria	2.42067857142857	7.3367706420904e-05
B	Voids	Bacteria	2.429578125	7.72486354371062e-05
B	Voids	Bacteria	2.43847767857143	4.2741207006475e-05
B	Voids	Bacteria	2.44737723214286	3.25701058465367e-05
B	Voids	Bacteria	2.45627678571429	2.28056055151827e-05
B	Voids	Bacteria	2.46517633928571	1.75239129883316e-05
B	Voids	Bacteria	2.47407589285714	1.16487271651547e-05
B	Voids	Bacteria	2.48297544642857	1.00029003563133e-05
B	Voids	Bacteria	2.491875	5.62294187812643e-06
B	Voids	Bacteria	2.50077455357143	4.9716985689105e-06
B	Voids	Bacteria	2.50967410714286	4.46160831227883e-06
B	Voids	Bacteria	2.51857366071429	3.13546075031356e-06
B	Voids	Bacteria	2.52747321428571	3.53174451561098e-06
B	Voids	Bacteria	2.53637276785714	3.40193212624898e-06
B	Voids	Bacteria	2.54527232142857	3.65353165758422e-06
B	Voids	Bacteria	2.554171875	3.97284137183562e-06
B	Voids	Bacteria	2.56307142857143	3.7870150230125e-06
B	Voids	Bacteria	2.57197098214286	4.01127969053319e-06
B	Voids	Bacteria	2.58087053571429	4.11473022551256e-06
B	Voids	Bacteria	2.58977008928571	4.39075370774573e-06
B	Voids	Bacteria	2.59866964285714	4.18729197967027e-06
B	Voids	Bacteria	2.60756919642857	5.42943487114684e-06
B	Voids	Bacteria	2.61646875	4.50780664573262e-06
B	Voids	Bacteria	2.62536830357143	5.25599714355771e-06
B	Voids	Bacteria	2.63426785714286	4.7649017136946e-06
B	Voids	Bacteria	2.64316741071429	4.07659310828167e-06
B	Voids	Bacteria	2.65206696428571	5.56189607948632e-06
B	Voids	Bacteria	2.66096651785714	4.21444701859716e-06
B	Voids	Bacteria	2.66986607142857	3.47713514493137e-06
B	Voids	Bacteria	2.678765625	3.77353401026731e-06
B	Voids	Bacteria	2.68766517857143	3.00118373653481e-06
B	Voids	Bacteria	2.69656473214286	1.64720253634408e-06
B	Voids	Bacteria	2.70546428571429	1.12297539621235e-06
B	Voids	Bacteria	2.71436383928571	5.73645436822525e-07
B	Voids	Bacteria	2.72326339285714	3.56651955867484e-07
B	Voids	Bacteria	2.73216294642857	2.06719044475948e-07
B	Voids	Bacteria	2.7410625	1.12854430971028e-07
B	Voids	Bacteria	2.74996205357143	1.84288677001594e-08
B	Voids	Bacteria	2.75886160714286	1.38573757199958e-08
B	Voids	Bacteria	2.76776116071429	4.90093484300002e-09
B	Voids	Bacteria	2.77666071428571	3.39915141952371e-09
B	Voids	Bacteria	2.78556026785714	0
B	Voids	Bacteria	2.79445982142857	5.93411180018545e-09
B	Voids	Bacteria	2.803359375	0
B	Voids	Bacteria	2.81225892857143	0
B	Voids	Bacteria	2.82115848214286	0
B	Voids	Bacteria	2.83005803571429	0
B	Voids	Bacteria	2.83895758928571	0
B	Voids	Bacteria	2.84785714285714	0
B	Voids	Bacteria	2.85675669642857	0
B	Voids	Bacteria	2.86565625	0
B	Voids	Bacteria	2.87455580357143	0
B	Voids	Bacteria	2.88345535714286	0
B	Voids	Bacteria	2.89235491071429	0
B	Voids	Bacteria	2.90125446428571	0
B	Voids	Bacteria	2.91015401785714	0
B	Voids	Bacteria	2.91905357142857	0
B	Voids	Bacteria	2.927953125	0
B	Voids	Bacteria	2.93685267857143	0
B	Voids	Bacteria	2.94575223214286	0
B	Voids	Bacteria	2.95465178571429	0
B	Voids	Bacteria	2.96355133928571	9.08203881221639e-10
B	Voids	Eukaryota	0	0.0055323490795476
B	Voids	Eukaryota	0.00889955357142857	1.15457383294062e-06
B	Voids	Eukaryota	0.0177991071428571	9.63608219154455e-06
B	Voids	Eukaryota	0.0266986607142857	0.000119978257491654
B	Voids	Eukaryota	0.0355982142857143	0.000471905280086466
B	Voids	Eukaryota	0.0444977678571429	0.000226743545142258
B	Voids	Eukaryota	0.0533973214285714	0.000166157967401146
B	Voids	Eukaryota	0.062296875	8.82408299934806e-05
B	Voids	Eukaryota	0.0711964285714286	7.60400991751298e-05
B	Voids	Eukaryota	0.0800959821428571	0.000212912694080278
B	Voids	Eukaryota	0.0889955357142857	8.06117019371619e-05
B	Voids	Eukaryota	0.0978950892857143	0.000173336608628068
B	Voids	Eukaryota	0.106794642857143	0.000217957352200805
B	Voids	Eukaryota	0.115694196428571	7.35021183962882e-05
B	Voids	Eukaryota	0.12459375	9.68500783605599e-05
B	Voids	Eukaryota	0.133493303571429	0.000198139934850039
B	Voids	Eukaryota	0.142392857142857	0.000173636817385241
B	Voids	Eukaryota	0.151292410714286	7.52025049675824e-05
B	Voids	Eukaryota	0.160191964285714	0.000167716914727879
B	Voids	Eukaryota	0.169091517857143	9.51138045115519e-05
B	Voids	Eukaryota	0.177991071428571	5.64117397504483e-05
B	Voids	Eukaryota	0.186890625	0.000117641793703221
B	Voids	Eukaryota	0.195790178571429	6.7748315542923e-05
B	Voids	Eukaryota	0.204689732142857	9.83839639935729e-05
B	Voids	Eukaryota	0.213589285714286	0.000136010231551943
B	Voids	Eukaryota	0.222488839285714	0.000121945523462991
B	Voids	Eukaryota	0.231388392857143	0.000113734652089583
B	Voids	Eukaryota	0.240287946428571	0.000154844725653404
B	Voids	Eukaryota	0.2491875	0.000111779882398543
B	Voids	Eukaryota	0.258087053571429	0.000127604598747793
B	Voids	Eukaryota	0.266986607142857	7.87689825987062e-05
B	Voids	Eukaryota	0.275886160714286	0.000151412738850426
B	Voids	Eukaryota	0.284785714285714	0.000111670712739888
B	Voids	Eukaryota	0.293685267857143	0.000136427121519681
B	Voids	Eukaryota	0.302584821428571	0.000163405555828402
B	Voids	Eukaryota	0.311484375	0.000105431633816278
B	Voids	Eukaryota	0.320383928571429	0.000111701177565421
B	Voids	Eukaryota	0.329283482142857	0.000167644944628734
B	Voids	Eukaryota	0.338183035714286	9.31145617544312e-05
B	Voids	Eukaryota	0.347082589285714	9.48187199690523e-05
B	Voids	Eukaryota	0.355982142857143	8.65811115910523e-05
B	Voids	Eukaryota	0.364881696428571	8.76131728810136e-05
B	Voids	Eukaryota	0.37378125	7.11453941164852e-05
B	Voids	Eukaryota	0.382680803571429	9.00772367426411e-05
B	Voids	Eukaryota	0.391580357142857	0.00013976618033283
B	Voids	Eukaryota	0.400479910714286	7.69044674056146e-05
B	Voids	Eukaryota	0.409379464285714	8.65493616411665e-05
B	Voids	Eukaryota	0.418279017857143	0.000129774387165925
B	Voids	Eukaryota	0.427178571428571	9.44457966302586e-05
B	Voids	Eukaryota	0.436078125	0.000129283713261132
B	Voids	Eukaryota	0.444977678571429	0.000169139725226592
B	Voids	Eukaryota	0.453877232142857	0.00010416317684364
B	Voids	Eukaryota	0.462776785714286	0.000184042665627812
B	Voids	Eukaryota	0.471676339285714	0.0001932619168921
B	Voids	Eukaryota	0.480575892857143	0.000180824680167443
B	Voids	Eukaryota	0.489475446428572	0.000152630930979924
B	Voids	Eukaryota	0.498375	0.000264434390930773
B	Voids	Eukaryota	0.507274553571429	0.000309407856385685
B	Voids	Eukaryota	0.516174107142857	0.000289730310977058
B	Voids	Eukaryota	0.525073660714286	0.000391826448270814
B	Voids	Eukaryota	0.533973214285714	0.000411011433658205
B	Voids	Eukaryota	0.542872767857143	0.000484136690004163
B	Voids	Eukaryota	0.551772321428572	0.000502322916634362
B	Voids	Eukaryota	0.560671875	0.000540650635258811
B	Voids	Eukaryota	0.569571428571429	0.000524984031558871
B	Voids	Eukaryota	0.578470982142857	0.000466337918931643
B	Voids	Eukaryota	0.587370535714286	0.000567911420368805
B	Voids	Eukaryota	0.596270089285714	0.000587819590851444
B	Voids	Eukaryota	0.605169642857143	0.000576859972344104
B	Voids	Eukaryota	0.614069196428572	0.000573974227662123
B	Voids	Eukaryota	0.62296875	0.00065474341081247
B	Voids	Eukaryota	0.631868303571429	0.000672561934024623
B	Voids	Eukaryota	0.640767857142857	0.000713986471840604
B	Voids	Eukaryota	0.649667410714286	0.000732435041195914
B	Voids	Eukaryota	0.658566964285714	0.000696583467624718
B	Voids	Eukaryota	0.667466517857143	0.000669963446979058
B	Voids	Eukaryota	0.676366071428571	0.000675486940673444
B	Voids	Eukaryota	0.685265625	0.000661438415530196
B	Voids	Eukaryota	0.694165178571429	0.00064114022595075
B	Voids	Eukaryota	0.703064732142857	0.000717583278396328
B	Voids	Eukaryota	0.711964285714286	0.000607963938796001
B	Voids	Eukaryota	0.720863839285714	0.000817921813131567
B	Voids	Eukaryota	0.729763392857143	0.000645227426605431
B	Voids	Eukaryota	0.738662946428572	0.000707431834592884
B	Voids	Eukaryota	0.7475625	0.000645024042048012
B	Voids	Eukaryota	0.756462053571429	0.000618111558878322
B	Voids	Eukaryota	0.765361607142857	0.000643469828652665
B	Voids	Eukaryota	0.774261160714286	0.00050901533038609
B	Voids	Eukaryota	0.783160714285714	0.000645465416215764
B	Voids	Eukaryota	0.792060267857143	0.000583615842064578
B	Voids	Eukaryota	0.800959821428572	0.00073613860552305
B	Voids	Eukaryota	0.809859375	0.000695433581407715
B	Voids	Eukaryota	0.818758928571429	0.000774186561837204
B	Voids	Eukaryota	0.827658482142857	0.000860678405039157
B	Voids	Eukaryota	0.836558035714286	0.000988593903628606
B	Voids	Eukaryota	0.845457589285714	0.000851338680728291
B	Voids	Eukaryota	0.854357142857143	0.001029935827197
B	Voids	Eukaryota	0.863256696428572	0.000930279311193214
B	Voids	Eukaryota	0.87215625	0.000929047136571088
B	Voids	Eukaryota	0.881055803571429	0.00103044921960442
B	Voids	Eukaryota	0.889955357142857	0.00108945089407231
B	Voids	Eukaryota	0.898854910714286	0.00109904258740859
B	Voids	Eukaryota	0.907754464285714	0.00103243398191582
B	Voids	Eukaryota	0.916654017857143	0.0014334303705036
B	Voids	Eukaryota	0.925553571428571	0.00131177752604886
B	Voids	Eukaryota	0.934453125	0.0016253735407248
B	Voids	Eukaryota	0.943352678571429	0.0018532469866132
B	Voids	Eukaryota	0.952252232142857	0.00177009195629383
B	Voids	Eukaryota	0.961151785714286	0.00234575703177317
B	Voids	Eukaryota	0.970051339285714	0.00231242931567256
B	Voids	Eukaryota	0.978950892857143	0.00300055888440569
B	Voids	Eukaryota	0.987850446428572	0.00543108508816696
B	Voids	Eukaryota	0.99675	0.00660846013947202
B	Voids	Eukaryota	1.00564955357143	0.0042293295624457
B	Voids	Eukaryota	1.01454910714286	0.0042124518708811
B	Voids	Eukaryota	1.02344866071429	0.00382494731654102
B	Voids	Eukaryota	1.03234821428571	0.00489956821554149
B	Voids	Eukaryota	1.04124776785714	0.00443207115266162
B	Voids	Eukaryota	1.05014732142857	0.00329580256340078
B	Voids	Eukaryota	1.059046875	0.00291212788314293
B	Voids	Eukaryota	1.06794642857143	0.00254910751120839
B	Voids	Eukaryota	1.07684598214286	0.0027064006638028
B	Voids	Eukaryota	1.08574553571429	0.00233285542248335
B	Voids	Eukaryota	1.09464508928571	0.00284377949632482
B	Voids	Eukaryota	1.10354464285714	0.00269346242248548
B	Voids	Eukaryota	1.11244419642857	0.00290610806137304
B	Voids	Eukaryota	1.12134375	0.00267786731500946
B	Voids	Eukaryota	1.13024330357143	0.00282232521544578
B	Voids	Eukaryota	1.13914285714286	0.00281689334256529
B	Voids	Eukaryota	1.14804241071429	0.00319207143212246
B	Voids	Eukaryota	1.15694196428571	0.00326345359859131
B	Voids	Eukaryota	1.16584151785714	0.00380546636667785
B	Voids	Eukaryota	1.17474107142857	0.00380739055540258
B	Voids	Eukaryota	1.183640625	0.00387287510737514
B	Voids	Eukaryota	1.19254017857143	0.00353261585387923
B	Voids	Eukaryota	1.20143973214286	0.00344012538010751
B	Voids	Eukaryota	1.21033928571429	0.00307272829087351
B	Voids	Eukaryota	1.21923883928571	0.00315785972983368
B	Voids	Eukaryota	1.22813839285714	0.00298666724804462
B	Voids	Eukaryota	1.23703794642857	0.00290412566984208
B	Voids	Eukaryota	1.2459375	0.00314178363631583
B	Voids	Eukaryota	1.25483705357143	0.00306279658186804
B	Voids	Eukaryota	1.26373660714286	0.00320202044033991
B	Voids	Eukaryota	1.27263616071429	0.00333545749209465
B	Voids	Eukaryota	1.28153571428571	0.00312407893770765
B	Voids	Eukaryota	1.29043526785714	0.0030798881154423
B	Voids	Eukaryota	1.29933482142857	0.00330782386836282
B	Voids	Eukaryota	1.308234375	0.00296909150574047
B	Voids	Eukaryota	1.31713392857143	0.00285928420277308
B	Voids	Eukaryota	1.32603348214286	0.00283546065878769
B	Voids	Eukaryota	1.33493303571429	0.00242076207052257
B	Voids	Eukaryota	1.34383258928571	0.00240711273223951
B	Voids	Eukaryota	1.35273214285714	0.00229812658008213
B	Voids	Eukaryota	1.36163169642857	0.00228343248598087
B	Voids	Eukaryota	1.37053125	0.00204480721545645
B	Voids	Eukaryota	1.37943080357143	0.00202860846220686
B	Voids	Eukaryota	1.38833035714286	0.00215848907388223
B	Voids	Eukaryota	1.39722991071429	0.0021447856119245
B	Voids	Eukaryota	1.40612946428571	0.00221256139655238
B	Voids	Eukaryota	1.41502901785714	0.0020906840498317
B	Voids	Eukaryota	1.42392857142857	0.00211339532680503
B	Voids	Eukaryota	1.432828125	0.00189425034897233
B	Voids	Eukaryota	1.44172767857143	0.00245060377486568
B	Voids	Eukaryota	1.45062723214286	0.00239938987294516
B	Voids	Eukaryota	1.45952678571429	0.00258200696717158
B	Voids	Eukaryota	1.46842633928571	0.00295533503050042
B	Voids	Eukaryota	1.47732589285714	0.00274781847304168
B	Voids	Eukaryota	1.48622544642857	0.00269183342685329
B	Voids	Eukaryota	1.495125	0.00293563912207593
B	Voids	Eukaryota	1.50402455357143	0.00272303005569763
B	Voids	Eukaryota	1.51292410714286	0.00296407604715722
B	Voids	Eukaryota	1.52182366071429	0.00287151443386066
B	Voids	Eukaryota	1.53072321428571	0.00263871488263422
B	Voids	Eukaryota	1.53962276785714	0.00299464002157598
B	Voids	Eukaryota	1.54852232142857	0.00325682738023939
B	Voids	Eukaryota	1.557421875	0.00324936276317563
B	Voids	Eukaryota	1.56632142857143	0.0032294830896362
B	Voids	Eukaryota	1.57522098214286	0.00351018632888315
B	Voids	Eukaryota	1.58412053571429	0.00377321277001541
B	Voids	Eukaryota	1.59302008928571	0.00370426653387131
B	Voids	Eukaryota	1.60191964285714	0.00396505615154192
B	Voids	Eukaryota	1.61081919642857	0.00447709820757701
B	Voids	Eukaryota	1.61971875	0.00475211631046545
B	Voids	Eukaryota	1.62861830357143	0.00518655007157176
B	Voids	Eukaryota	1.63751785714286	0.00481174789785535
B	Voids	Eukaryota	1.64641741071429	0.0051544290342883
B	Voids	Eukaryota	1.65531696428571	0.00472115827767111
B	Voids	Eukaryota	1.66421651785714	0.00423507048433336
B	Voids	Eukaryota	1.67311607142857	0.0042565367177385
B	Voids	Eukaryota	1.682015625	0.00396500088882538
B	Voids	Eukaryota	1.69091517857143	0.00397922175221655
B	Voids	Eukaryota	1.69981473214286	0.00399452472307753
B	Voids	Eukaryota	1.70871428571429	0.00412900520658385
B	Voids	Eukaryota	1.71761383928571	0.00393637790605959
B	Voids	Eukaryota	1.72651339285714	0.00380212730040428
B	Voids	Eukaryota	1.73541294642857	0.00379753894796211
B	Voids	Eukaryota	1.7443125	0.00369775536032144
B	Voids	Eukaryota	1.75321205357143	0.00390828705000465
B	Voids	Eukaryota	1.76211160714286	0.00336661789031619
B	Voids	Eukaryota	1.77101116071429	0.00299769243469853
B	Voids	Eukaryota	1.77991071428571	0.00303055144440215
B	Voids	Eukaryota	1.78881026785714	0.00322750001876777
B	Voids	Eukaryota	1.79770982142857	0.00379848552388882
B	Voids	Eukaryota	1.806609375	0.00444871854081394
B	Voids	Eukaryota	1.81550892857143	0.00534148603850285
B	Voids	Eukaryota	1.82440848214286	0.00609805504036384
B	Voids	Eukaryota	1.83330803571429	0.00788944939825531
B	Voids	Eukaryota	1.84220758928571	0.0088064985110055
