bucket,domain,freq,weighted,h,meas
71,B,2032,1.799139766947129006614970,2,nrep
71,E,967,18.509101230196423202330201,2,nrep
72,A,51,0.013793476079796214666797,2,nrep
72,B,1510,0.317002001184186402757898,2,nrep
72,E,753,34.449973117284762392292361,2,nrep
73,A,67,0.049419714607830851702335,2,nrep
73,B,2026,0.559469238381967595870807,2,nrep
73,E,902,33.307846971937213069861072,2,nrep
74,A,89,0.025138226956810602586486,2,nrep
74,B,2099,0.707239895321704891910849,2,nrep
74,E,1077,30.623740301751599510472977,2,nrep
75,A,95,0.071366191417523746797575,2,nrep
75,B,2348,2.099598587883078035824524,2,nrep
75,E,1069,35.058019352131053459037396,2,nrep
76,A,50,0.013627705136180969111484,2,nrep
76,B,1444,2.510952618852346056093091,2,nrep
76,E,580,4.927987013029608823930462,2,nrep
77,A,73,0.042167989632149543134931,2,nrep
77,B,1867,4.476455999572254233713870,2,nrep
77,E,900,53.412383346257959046005809,2,nrep
78,A,95,0.027461151545873606431518,2,nrep
78,B,2357,1.369754400806584088548386,2,nrep
78,E,1076,30.412801072312181259836285,2,nrep
79,A,80,0.049540771868522897640703,2,nrep
79,B,2006,1.030233530061979410153203,2,nrep
79,E,953,22.966641567026055421015692,2,nrep
80,A,96,0.021576104590853768183995,2,nrep
80,B,2348,1.058222505260900491978445,2,nrep
80,E,1002,25.651917001677997655510374,2,nrep
81,A,79,0.068637711643604060254066,2,nrep
81,B,2095,0.499148144656877973925049,2,nrep
81,E,1134,34.158658568615230914060821,2,nrep
82,A,94,0.040248135442614570808608,2,nrep
82,B,2315,4.167301972767371418532473,2,nrep
82,E,1162,76.372931985903225083749287,2,nrep
83,A,104,0.079012193382246802721147,2,nrep
83,B,2141,1.768177572469302328095624,2,nrep
83,E,1029,35.921566960831838826547219,2,nrep
84,A,35,0.008940752235456618621858,2,nrep
84,B,1187,0.380363830767509797048281,2,nrep
84,E,470,0.403040831068673017588160,2,nrep
85,A,142,0.082017406906331237703298,2,nrep
85,B,3446,3.408474293546361033395761,2,nrep
85,E,1828,49.278120444323567262520567,2,nrep
86,A,80,0.045303917156966278353218,2,nrep
86,B,1953,0.987536798275571547363922,2,nrep
86,E,774,11.101565085692129269598784,2,nrep
87,A,146,0.077477988436055486689132,2,nrep
87,B,2858,1.109313039084705659544731,2,nrep
87,E,1278,20.974830678468055583292767,2,nrep
88,A,103,0.051221410021275099181099,2,nrep
88,B,2204,2.850072217361527421527633,2,nrep
88,E,1218,57.066897515812303182312222,2,nrep
89,A,81,0.070173339728300765214973,2,nrep
89,B,2259,1.765152636511069488883239,2,nrep
89,E,938,10.572690771810919995579715,2,nrep
90,A,116,0.060814762809003301016239,2,nrep
90,B,2952,1.958316597422123819128733,2,nrep
90,E,1244,25.232314727007935158825990,2,nrep
91,A,85,0.084712523004397211452020,2,nrep
91,B,2532,2.723612347248080752702598,2,nrep
91,E,1059,15.685241680263547711355532,2,nrep
92,A,131,0.134386741335794897007319,2,nrep
92,B,3327,2.186835886164213193180723,2,nrep
92,E,1286,25.558523709687943004985842,2,nrep
93,A,89,0.045584353039384316079360,2,nrep
93,B,2309,1.648405345503155079098274,2,nrep
93,E,1031,16.085087835212799488064274,2,nrep
94,A,103,0.062586151777253368528031,2,nrep
94,B,2400,0.715318764342623031142545,2,nrep
94,E,1071,35.992179521056352537441568,2,nrep
95,A,129,0.085045656548280882271563,2,nrep
95,B,2882,1.670197600270096285720503,2,nrep
95,E,1181,16.420713406539943499653867,2,nrep
96,A,99,0.056564568006376626139184,2,nrep
96,B,2702,2.292970499041179917977050,2,nrep
96,E,1128,57.786812535132081100466087,2,nrep
97,A,143,0.080232608341099564190845,2,nrep
97,B,3317,2.723611062708927857035510,2,nrep
97,E,1373,30.752460791542266690136591,2,nrep
98,A,146,0.039429362018433889763923,2,nrep
98,B,3531,3.968460857198653629003462,2,nrep
98,E,1215,29.841763455380714024250309,2,nrep
99,A,114,0.099785066549587614392622,2,nrep
99,B,2724,0.769391026781956964359574,2,nrep
99,E,1216,20.680837192294902088856496,2,nrep
100,A,132,0.123111312802303646021850,2,nrep
100,B,3317,1.476254060506755706365933,2,nrep
100,E,1423,24.032952902628991343181751,2,nrep
101,A,116,0.096607273742854878835160,2,nrep
101,B,2821,3.124115342537040507449718,2,nrep
101,E,979,8.043125487249554696452590,2,nrep
102,A,192,0.044358925272150263317431,2,nrep
102,B,3820,3.541463375688682184378622,2,nrep
102,E,1515,67.216944923360397490187897,2,nrep
103,A,121,0.101622246112998466602058,2,nrep
103,B,3114,1.497330061036135284774560,2,nrep
103,E,1243,12.765388569907475835639758,2,nrep
104,A,114,0.048072479733273855498204,2,nrep
104,B,3619,1.794019300827976501811700,2,nrep
104,E,1523,64.220269353866526786273942,2,nrep
105,A,175,0.045495056735623893909421,2,nrep
105,B,3953,3.887355023685678897708258,2,nrep
105,E,1401,41.942539663695454507344979,2,nrep
106,A,159,0.099266573932103610791843,2,nrep
106,B,3595,2.169331283469985764803393,2,nrep
106,E,1357,14.088979402138609131847271,2,nrep
107,A,168,0.042109667459118318709187,2,nrep
107,B,3656,2.528995715313219384937935,2,nrep
107,E,1606,39.458512486458467278148052,2,nrep
108,A,167,0.119897384532989877841813,2,nrep
108,B,3812,2.684577011831024742823496,2,nrep
108,E,1399,23.186705519227832416259452,2,nrep
109,A,183,0.112670092049590122221182,2,nrep
109,B,3850,2.477061683001159547685975,2,nrep
109,E,1260,36.733071270547620543523451,2,nrep
110,A,125,0.090155292185616197733326,2,nrep
110,B,4442,2.785773328123896618085939,2,nrep
110,E,1472,22.354136564505697716255575,2,nrep
111,A,172,0.083181122944178041645148,2,nrep
111,B,4354,1.235873383912349225282685,2,nrep
111,E,1711,22.210026208835789229142114,2,nrep
112,A,22,0.003273310161630555412642,2,nrep
112,B,2025,1.394088040786472189809100,2,nrep
112,E,592,1.192708478806550583851091,2,nrep
113,A,368,0.132156351634661287824903,2,nrep
113,B,7726,5.891641426376434976199842,2,nrep
113,E,3054,118.461760676758955394689422,2,nrep
114,A,87,0.208493091197914092123773,2,nrep
114,B,3249,0.881789328720438521155413,2,nrep
114,E,1168,2.359197994673113336291122,2,nrep
115,A,207,0.223803672014742133816452,2,nrep
115,B,4808,4.043614432188174254209507,2,nrep
115,E,1553,30.664385511091564876429865,2,nrep
116,A,210,0.089999691189602936443376,2,nrep
116,B,5233,5.351217315165532098481827,2,nrep
116,E,1763,29.071474908311332126982951,2,nrep
117,A,161,0.095698997657229328809758,2,nrep
117,B,4748,5.278295451548679970250749,2,nrep
117,E,1822,8.033848771089648018820655,2,nrep
118,A,237,0.100850323061153266131137,2,nrep
118,B,5660,3.107545451621148467379111,2,nrep
118,E,1855,28.520959938621066776891419,2,nrep
119,A,187,0.083642825923599176315693,2,nrep
119,B,5191,3.259321131926515490740027,2,nrep
119,E,2003,21.682716740355869386792296,2,nrep
120,A,174,0.042865744213172265754807,2,nrep
120,B,5256,2.868925455934378246014819,2,nrep
120,E,1571,18.806335901698979219162949,2,nrep
121,A,169,0.070513578036753826895560,2,nrep
121,B,4953,2.867562926650899808254062,2,nrep
121,E,1659,9.816069303829912613628146,2,nrep
122,A,216,0.117296876579807955907579,2,nrep
122,B,6143,4.607407714006007770539381,2,nrep
122,E,1898,32.834118629156497021830449,2,nrep
123,A,208,0.115233289722893293400989,2,nrep
123,B,5689,2.641306417610292692579144,2,nrep
123,E,1917,20.364410894097344825157137,2,nrep
124,A,268,0.229217092122811503823896,2,nrep
124,B,6285,4.734300729722698177117003,2,nrep
124,E,1926,13.687102179500112433226890,2,nrep
125,A,201,0.126489844546232270871943,2,nrep
125,B,6203,4.262741806801937080488499,2,nrep
125,E,2057,36.608542445611957458257009,2,nrep
126,A,255,0.077302206580985090763392,2,nrep
126,B,6546,7.298585097974653229816120,2,nrep
126,E,2394,13.470098729418401796159972,2,nrep
127,A,213,0.068593026834412964189943,2,nrep
127,B,6173,3.754621350323130644451145,2,nrep
127,E,1952,20.180854741643104006696716,2,nrep
128,A,245,0.172274228957535086643038,2,nrep
128,B,6578,7.345975932840147227375295,2,nrep
128,E,1994,9.450016982533475795184355,2,nrep
129,A,274,0.147801782397666987430384,2,nrep
129,B,7145,3.875644644639468062798714,2,nrep
129,E,2142,22.149457567742487456133891,2,nrep
130,A,250,0.138713616479271355572818,2,nrep
130,B,6969,3.813706936981868651379368,2,nrep
130,E,2316,17.997749321728700804931599,2,nrep
131,A,291,0.147036124330080508899696,2,nrep
131,B,7167,3.692887584663904251366859,2,nrep
131,E,2166,18.182322442085602859618432,2,nrep
132,A,302,0.255324931456751163589306,2,nrep
132,B,7663,3.380866414446847786162854,2,nrep
132,E,2212,29.379041909847280395248384,2,nrep
133,A,244,0.110956027160356179970505,2,nrep
133,B,7392,4.969107895891082034854628,2,nrep
133,E,2777,23.672813033239140605854866,2,nrep
134,A,335,0.244014279723932270452124,2,nrep
134,B,8242,4.591106558202097792426537,2,nrep
134,E,2521,54.676611324483668578525196,2,nrep
135,A,411,0.247322101427540113286926,2,nrep
135,B,9866,5.640193900555474342755327,2,nrep
135,E,2926,23.373799350314122792785513,2,nrep
136,A,205,0.055715067250437494844781,2,nrep
136,B,6465,4.134243901274223219663164,2,nrep
136,E,1688,3.467237803059779481796034,2,nrep
137,A,339,0.198112861376822986838047,2,nrep
137,B,8658,3.633350856406375789064989,2,nrep
137,E,2754,29.659098147076129881339407,2,nrep
138,A,308,0.233854297074167295858493,2,nrep
138,B,9145,3.520255550992730470059619,2,nrep
138,E,2587,22.845504472344422881877516,2,nrep
139,A,273,0.115819843601951578913002,2,nrep
139,B,8960,4.857810576256496353555046,2,nrep
139,E,3007,26.154825308365871442689739,2,nrep
140,A,346,0.177992638092005188519245,2,nrep
140,B,9293,3.914012584264139197634711,2,nrep
140,E,2783,17.892295481609410525164028,2,nrep
141,A,393,0.202542500568528711856416,2,nrep
141,B,10220,4.837939530707725191828508,2,nrep
141,E,2652,18.944370106082090561989520,2,nrep
142,A,370,0.224577233759147140659691,2,nrep
142,B,10045,4.853720443056799419021118,2,nrep
142,E,2982,42.105297017912411938249438,2,nrep
143,A,320,0.248927354213678428647838,2,nrep
143,B,9680,8.578474027519079938847888,2,nrep
143,E,2587,20.740797166142666495149982,2,nrep
144,A,405,0.163931383570417910361361,2,nrep
144,B,11456,4.689900929826351606699967,2,nrep
144,E,3135,31.605002539176539015023801,2,nrep
145,A,369,0.138215238621668006660356,2,nrep
145,B,10601,8.065648586272911378039148,2,nrep
145,E,3028,23.675532564274911072239327,2,nrep
146,A,410,0.119500277860586313994112,2,nrep
146,B,11315,8.041282452744128310188778,2,nrep
146,E,3058,15.141616507487392492396723,2,nrep
147,A,390,0.326838069694098592413232,2,nrep
147,B,11174,3.664042688740354694773518,2,nrep
147,E,3187,29.921446173706144189858297,2,nrep
148,A,436,0.171430942081433693865579,2,nrep
148,B,13169,9.625211779779533645201894,2,nrep
148,E,3211,47.328567991588336052707485,2,nrep
149,A,408,0.232913505270848356734752,2,nrep
149,B,11693,5.416140671778619408156339,2,nrep
149,E,2923,30.077527939745816319778281,2,nrep
150,A,498,0.214546839087516567766017,2,nrep
150,B,12923,7.389760592198010760801457,2,nrep
150,E,3328,16.687883417249946861140494,2,nrep
151,A,429,0.313402729100405974384381,2,nrep
151,B,13293,7.588884115929670395886135,2,nrep
151,E,3289,51.711898437174734054893359,2,nrep
152,A,407,0.122358671412795402303774,2,nrep
152,B,12175,6.072528882163361037935908,2,nrep
152,E,3206,24.496310404198761433672332,2,nrep
153,A,467,0.211758172217585791155410,2,nrep
153,B,13787,4.722724382945486444364250,2,nrep
153,E,3892,46.893374575792398479686629,2,nrep
154,A,512,0.237895549144753253556608,2,nrep
154,B,14910,7.914366016501539590821617,2,nrep
154,E,3299,31.052256585730337497710643,2,nrep
155,A,459,0.351362655195202390027169,2,nrep
155,B,14150,12.299210596441850146842702,2,nrep
155,E,3449,11.723142616729438507869737,2,nrep
156,A,513,0.184742271072945085086037,2,nrep
156,B,14939,8.788009385782670130724213,2,nrep
156,E,3576,33.035602536109740509786425,2,nrep
157,A,500,0.200956406465596934166501,2,nrep
157,B,14679,4.901968814586922753856166,2,nrep
157,E,3706,44.192216705285254890235117,2,nrep
158,A,447,0.176301810168037873945115,2,nrep
158,B,16432,9.586994154160173633498565,2,nrep
158,E,3648,48.485837473773087825584991,2,nrep
159,A,535,0.233080659599696360000320,2,nrep
159,B,16528,7.649309095844430783770137,2,nrep
159,E,4273,41.270038291519112702250609,2,nrep
160,A,538,0.274905051913834845142874,2,nrep
160,B,16637,8.401130190023797124641439,2,nrep
160,E,4161,64.671934316093300245778105,2,nrep
161,A,574,0.269573949283086577242478,2,nrep
161,B,17706,10.133991219202940459460904,2,nrep
161,E,3924,40.092921963400297952795295,2,nrep
162,A,646,0.374937406423434247766386,2,nrep
162,B,17689,28.174671195891796312388889,2,nrep
162,E,4462,35.893099453745645772170406,2,nrep
163,A,561,0.171690960461239058931908,2,nrep
163,B,17315,8.958332641365324816610584,2,nrep
163,E,4066,46.708299862139456386658720,2,nrep
164,A,622,0.328752180688723729758152,2,nrep
164,B,18748,15.132748911718398135694749,2,nrep
164,E,4795,35.945190892177918315944601,2,nrep
165,A,521,0.219628419344561929482796,2,nrep
165,B,18346,12.270859505688509158101751,2,nrep
165,E,4193,48.952519718349585915098854,2,nrep
166,A,795,0.250704912932213610174191,2,nrep
166,B,18933,13.648738681822185509857840,2,nrep
166,E,4666,56.949237205569084873502549,2,nrep
167,A,579,0.262080926415482557183612,2,nrep
167,B,21190,9.662664587679112881556206,2,nrep
167,E,4692,29.640673605373012518597268,2,nrep
168,A,247,0.099211682871334288346849,2,nrep
168,B,11752,6.114128429612036654438666,2,nrep
168,E,2942,24.496407065556586585311158,2,nrep
169,A,1576,0.853078426165243654123243,2,nrep
169,B,33807,27.612217148119854572323974,2,nrep
169,E,8656,117.325056394991256004025361,2,nrep
170,A,213,0.079331383163549065708683,2,nrep
170,B,10670,6.788028010185546643853357,2,nrep
170,E,2531,31.437079637285816125597909,2,nrep
171,A,623,0.197210948693637877719895,2,nrep
171,B,22987,15.954953739635206200225835,2,nrep
171,E,5331,43.695858031048964875639065,2,nrep
172,A,1030,0.537144997169965100408615,2,nrep
172,B,21877,10.110610909431283073670616,2,nrep
172,E,5368,89.127195750879111283685063,2,nrep
173,A,601,0.237044192095480811810188,2,nrep
173,B,21436,14.318144106534995118506714,2,nrep
173,E,4729,63.514276890736093288748488,2,nrep
174,A,856,0.346342987778816609980452,2,nrep
174,B,21876,13.957362016439512073832228,2,nrep
174,E,5818,72.548659314450410005507486,2,nrep
175,A,761,0.360458987541224863662557,2,nrep
175,B,21861,13.326662724002921858793104,2,nrep
175,E,5096,67.021264768921706615003956,2,nrep
176,A,790,0.571465992599219713118868,2,nrep
176,B,20945,15.440430284303764831462332,2,nrep
176,E,5353,64.753540560902173061715495,2,nrep
177,A,1050,0.551389708174989646943798,2,nrep
177,B,25569,11.796275668007886739383667,2,nrep
177,E,5695,79.093812302388372505411161,2,nrep
178,A,810,0.382414783456560609641607,2,nrep
178,B,20928,10.009960638452540452992159,2,nrep
178,E,5672,109.218960701062583186675371,2,nrep
179,A,923,0.422335975812597989215712,2,nrep
179,B,25545,15.069539833761312840341021,2,nrep
179,E,5872,84.540787534971449384511274,2,nrep
180,A,871,0.470454647156971639043611,2,nrep
180,B,22451,15.662834874181558445875966,2,nrep
180,E,5750,91.415459079947116760025368,2,nrep
181,A,962,0.392489721428920049341717,2,nrep
181,B,24876,10.265127574634538022544409,2,nrep
181,E,6157,97.540809774419154995953408,2,nrep
182,A,881,0.523840291265257859692586,2,nrep
182,B,24728,17.081843001483487633772803,2,nrep
182,E,6212,93.957884781712472529783366,2,nrep
183,A,1008,0.586950390186473865443985,2,nrep
183,B,27196,18.790430564986732452296804,2,nrep
183,E,6380,107.639536974646512148031626,2,nrep
184,A,1152,0.541583798638862856027355,2,nrep
184,B,24125,61.490534747122871536717055,2,nrep
184,E,6146,94.772489273136136341513150,2,nrep
185,A,939,0.467340580011304882246778,2,nrep
185,B,25950,10.555941614233450594432432,2,nrep
185,E,6401,131.989480578477052532558645,2,nrep
186,A,1050,0.691175890058372088741599,2,nrep
186,B,25810,13.214675317605065443599855,2,nrep
186,E,6891,125.597554500316352272739549,2,nrep
187,A,971,0.658270318246473144387902,2,nrep
187,B,26305,13.547511024967099765259091,2,nrep
187,E,6473,87.305979423227623728741662,2,nrep
188,A,1095,0.557954892884101443246913,2,nrep
188,B,26511,20.560224899858523792935883,2,nrep
188,E,7008,165.436431309543544718643622,2,nrep
189,A,997,0.576303729140906641187184,2,nrep
189,B,26990,20.544685373129517040960192,2,nrep
189,E,7064,112.853231222883308238665701,2,nrep
190,A,1120,0.751684043108208507324838,2,nrep
190,B,28238,18.917436747056646468505322,2,nrep
190,E,7345,165.914505961505537492716888,2,nrep
191,A,965,0.462214709843928340668502,2,nrep
191,B,26723,17.077955486154795151998281,2,nrep
191,E,6673,117.170825561318103877336134,2,nrep
192,A,1334,0.651023996862871335346504,2,nrep
192,B,28859,19.004500591184457858585251,2,nrep
192,E,7617,110.405607324891449554535983,2,nrep
193,A,1076,0.483698761844798439427444,2,nrep
193,B,28270,18.953515314333866346440366,2,nrep
193,E,7506,136.953127319616473714748567,2,nrep
194,A,1130,0.763030904169339149075669,2,nrep
194,B,30679,22.911256357872897904300695,2,nrep
194,E,7739,108.641242257238985280640724,2,nrep
195,A,1192,0.561381687023802549128341,2,nrep
195,B,30583,15.781020934707164897785206,2,nrep
195,E,7997,136.494258432006243500443918,2,nrep
196,A,1147,0.752857968131274714190308,2,nrep
196,B,30419,23.378607993987951795534753,2,nrep
196,E,8297,121.576182141576647459517541,2,nrep
197,A,1115,0.681813706742289295530214,2,nrep
197,B,29414,17.242306081982802219650343,2,nrep
197,E,7894,120.266628922527182122651660,2,nrep
198,A,1297,0.890187795351117916780280,2,nrep
198,B,32354,23.264943454332867043473750,2,nrep
198,E,8450,97.562589713535009589033160,2,nrep
199,A,1209,0.931620694005550550371615,2,nrep
199,B,31250,25.872497965108150286568214,2,nrep
199,E,8756,139.839842438220479220392472,2,nrep
200,A,1398,0.769156020023815098577933,2,nrep
200,B,33820,39.044854834354605408551588,2,nrep
200,E,8971,110.346877013922576228258570,2,nrep
201,A,1211,0.941379832385129169332480,2,nrep
201,B,32695,17.973702126909863658916892,2,nrep
201,E,9181,163.144891406476793191115960,2,nrep
202,A,1168,0.842947771410704359712576,2,nrep
202,B,31521,32.541376724118548995441222,2,nrep
202,E,8433,141.568038417869459296852555,2,nrep
203,A,1457,0.940414170548161047902743,2,nrep
203,B,35524,29.417538710833331436212094,2,nrep
203,E,9571,150.007254113865318190097743,2,nrep
204,A,1292,0.703241384706874209447222,2,nrep
204,B,34848,23.653726202227526004931140,2,nrep
204,E,9352,136.245683885854312836019345,2,nrep
205,A,1573,0.664912244914031254119938,2,nrep
205,B,38091,35.756125615854242268868782,2,nrep
205,E,10133,98.889636956946168810335212,2,nrep
206,A,1355,0.660117452472430853549847,2,nrep
206,B,31974,23.885511831257149310371187,2,nrep
206,E,9206,157.992317273803922790065613,2,nrep
207,A,1704,0.897925662297312407775706,2,nrep
207,B,40520,33.578676893804572372965320,2,nrep
207,E,11046,162.962502241012247764226998,2,nrep
208,A,1532,0.976237762613188557129372,2,nrep
208,B,38498,26.700667275472012171509711,2,nrep
208,E,10254,131.170962715835379358190880,2,nrep
209,A,1568,1.021877230948404984316949,2,nrep
209,B,38033,28.664554970546683079821102,2,nrep
209,E,10443,167.575941739164734201013045,2,nrep
210,A,1559,0.988754751891415521825209,2,nrep
210,B,37709,35.829484793450996265231601,2,nrep
210,E,11033,118.997278179769602503882121,2,nrep
211,A,1493,0.722466649195705752014528,2,nrep
211,B,38101,34.829978152694191108799602,2,nrep
211,E,10642,154.542020306148528326622223,2,nrep
212,A,1720,0.782900402985290462769635,2,nrep
212,B,39631,36.066075350130603135478598,2,nrep
212,E,11106,170.868589083851118099505249,2,nrep
213,A,1665,1.041315623886103456206895,2,nrep
213,B,40090,41.204679897331537714300831,2,nrep
213,E,11215,151.118192433423938564214986,2,nrep
214,A,1604,0.681436057390084300987770,2,nrep
214,B,40787,34.077646960539290379881706,2,nrep
214,E,11411,167.138631432850397724532324,2,nrep
215,A,1697,1.025565202468546499981754,2,nrep
215,B,42234,45.449618966892419319013025,2,nrep
215,E,12777,153.183462986530609761976124,2,nrep
216,A,1606,0.842814721996216703801306,2,nrep
216,B,40710,43.296644799201546500672890,2,nrep
216,E,11418,169.175206783079635486256610,2,nrep
217,A,1817,1.042506924165670402286085,2,nrep
217,B,42392,35.845308024532729108567525,2,nrep
217,E,11952,166.227033637106398988873810,2,nrep
218,A,1878,1.033148249565880574757738,2,nrep
218,B,43101,30.716488790012364858118255,2,nrep
218,E,12335,165.946172017655973510635196,2,nrep
219,A,1856,1.469299960987226293399454,2,nrep
219,B,44360,52.672728600207205946356023,2,nrep
219,E,13534,187.473288415547389161034543,2,nrep
220,A,1927,1.140242059081525242859796,2,nrep
220,B,45228,32.045947711447696261277742,2,nrep
220,E,13557,201.010894676134446082026309,2,nrep
221,A,1810,2.357143544041109425829306,2,nrep
221,B,42954,32.809809858114980881063893,2,nrep
221,E,12733,159.168126256514742653875912,2,nrep
222,A,1848,1.242272670798526793910955,2,nrep
222,B,48504,100.685108777720907049407817,2,nrep
222,E,13486,172.894526400148824635884291,2,nrep
223,A,1922,1.195564165110592594768898,2,nrep
223,B,43588,25.808591580232113276506304,2,nrep
223,E,12746,183.626465275803668317164622,2,nrep
224,A,1930,1.295869619190336539577312,2,nrep
224,B,48622,144.107441686897252147278761,2,nrep
224,E,14949,148.902229156161764890163003,2,nrep
225,A,2915,1.983603494393275444487331,2,nrep
225,B,59075,55.192491309369082607773659,2,nrep
225,E,16827,174.451719139980237518087906,2,nrep
226,A,1062,0.624917761809081589294504,2,nrep
226,B,33879,29.541968458853069083043727,2,nrep
226,E,10751,148.801958373466044037156553,2,nrep
227,A,2226,1.277779424752495099221586,2,nrep
227,B,52375,178.827903488321769316836848,2,nrep
227,E,15183,185.379886234063850973990817,2,nrep
228,A,1863,1.114466641421563179447517,2,nrep
228,B,48558,38.810361654860386954539222,2,nrep
228,E,15568,153.424251738298296650574185,2,nrep
229,A,2438,1.521161283519773807592500,2,nrep
229,B,51196,31.156364839923384213631765,2,nrep
229,E,14898,179.781062228058603806284731,2,nrep
230,A,2063,1.261660853107797335587890,2,nrep
230,B,50889,187.367566315457148717856694,2,nrep
230,E,15226,160.299121419467700945730062,2,nrep
231,A,2146,1.345654221155412035413884,2,nrep
231,B,53563,42.883280680069626231937735,2,nrep
231,E,14972,151.545966644012622387274414,2,nrep
232,A,2060,1.198574464011374969671336,2,nrep
232,B,51203,152.219032723269062705978395,2,nrep
232,E,15345,139.958324183372210833835771,2,nrep
233,A,2287,1.366234998019282694987832,2,nrep
233,B,55123,47.932200091618696466797429,2,nrep
233,E,17315,233.349022423106231666083383,2,nrep
234,A,2244,1.296394851297546604917717,2,nrep
234,B,51914,39.531609279463700224174728,2,nrep
234,E,15155,108.094146600553477291806315,2,nrep
235,A,2240,1.113090817785315469378519,2,nrep
235,B,55009,96.781317918569414020361031,2,nrep
235,E,16776,144.878061988730981232388865,2,nrep
236,A,2693,1.743359738956910410064970,2,nrep
236,B,61265,51.365856045394114289998021,2,nrep
236,E,18109,166.348843154602062963232962,2,nrep
237,A,1862,1.275826300605151208238914,2,nrep
237,B,50948,38.892900786164212861602430,2,nrep
237,E,17395,155.401362705881951511986473,2,nrep
238,A,2681,1.562638899359148940491861,2,nrep
238,B,57378,58.123583877394871289272743,2,nrep
238,E,17876,157.363621525001905057150703,2,nrep
239,A,2173,1.334919670303338006542434,2,nrep
239,B,54327,51.850174533511638661176507,2,nrep
239,E,16789,142.692805399148789945620301,2,nrep
240,A,2529,2.477949915233593629325980,2,nrep
240,B,58972,33.134707628741109085387519,2,nrep
240,E,18966,222.207858925480579914599581,2,nrep
241,A,2485,1.317162344106245023138981,2,nrep
241,B,59811,56.865928313736177805708190,2,nrep
241,E,18135,168.878633661183437581688055,2,nrep
242,A,2359,1.288468565765897541135607,2,nrep
242,B,56231,55.756429339287598236675501,2,nrep
242,E,17393,132.744902227983796688932423,2,nrep
243,A,2450,1.480784995786585655721610,2,nrep
243,B,57974,46.672536872742111403056461,2,nrep
243,E,18704,140.858698405950259668803544,2,nrep
244,A,2572,2.639224604022271573821285,2,nrep
244,B,60797,42.895435129744630356618554,2,nrep
244,E,19192,206.409894564542142957066021,2,nrep
245,A,2540,1.511902771804855893308879,2,nrep
245,B,60229,46.827783161309422810693874,2,nrep
245,E,18556,127.399877426717245364301451,2,nrep
246,A,2633,1.732973855723494833719089,2,nrep
246,B,67969,74.351673132566526380545214,2,nrep
246,E,24254,261.481902824026201892571911,2,nrep
247,A,2509,1.359823545886574488351260,2,nrep
247,B,60170,53.048417366730642510979154,2,nrep
247,E,19310,149.087515526470184998598261,2,nrep
248,A,2806,1.761406741053425593459519,2,nrep
248,B,62798,81.517744789245359652216710,2,nrep
248,E,19730,152.176937868844568442978635,2,nrep
249,A,2822,1.916898792187041192118222,2,nrep
249,B,66912,41.728625874457679903830752,2,nrep
249,E,20161,168.338519962383499999227160,2,nrep
250,A,2706,1.426372886754628734500346,2,nrep
250,B,62229,112.617054463142132765151487,2,nrep
250,E,20439,141.341888968299857799063382,2,nrep
251,A,2568,1.677881130933363976528141,2,nrep
251,B,64811,122.971933164993312394464497,2,nrep
251,E,20908,137.745215906531341497085441,2,nrep
252,A,2913,2.642597480973376211414355,2,nrep
252,B,69559,44.885081520529779659254339,2,nrep
252,E,21682,235.788858660215549953965873,2,nrep
253,A,3540,1.813872875488627465331627,2,nrep
253,B,78950,165.627343198698416537210021,2,nrep
253,E,24838,248.991635752572318592694358,2,nrep
254,A,2030,1.158891618318075290771051,2,nrep
254,B,53527,25.077668514500479007131489,2,nrep
254,E,18411,100.778259876444360690394465,2,nrep
255,A,3077,1.888460070851672242448895,2,nrep
255,B,67993,171.943797349495565545717326,2,nrep
255,E,21949,119.685052413946291571910043,2,nrep
256,A,2784,1.390315029195907600407273,2,nrep
256,B,73273,47.880683913330473948724668,2,nrep
256,E,24675,157.612214149918979394222756,2,nrep
257,A,2903,1.766287089873581365807451,2,nrep
257,B,69312,151.325482727841440092900588,2,nrep
257,E,22210,143.969085829112010199155954,2,nrep
258,A,2934,2.161741069827646525845501,2,nrep
258,B,72664,48.373391328219832105899660,2,nrep
258,E,23117,148.286473688199959833238482,2,nrep
259,A,3165,2.339445357365131229812202,2,nrep
259,B,72040,114.974513539934954900788006,2,nrep
259,E,23468,183.767112016447334606146020,2,nrep
260,A,3040,1.805568860565824240574259,2,nrep
260,B,67636,41.356284363228649300654269,2,nrep
260,E,22895,124.531268847961605646756671,2,nrep
261,A,3164,1.618648855137076033924695,2,nrep
261,B,73618,86.729182746989720350724876,2,nrep
261,E,24091,160.025395127287068123613599,2,nrep
262,A,2989,2.571327823114919989520844,2,nrep
262,B,69970,46.595348291344652567259805,2,nrep
262,E,23034,98.646319554524911501464928,2,nrep
263,A,3255,1.937170144162247215939894,2,nrep
263,B,73722,68.401185770038266518633381,2,nrep
263,E,24550,138.168713592603060377308189,2,nrep
264,A,3227,1.940427560150132488213629,2,nrep
264,B,75864,53.813277912069983130135326,2,nrep
264,E,24518,133.651414461172287707285508,2,nrep
265,A,3291,3.242550277836530994021292,2,nrep
265,B,74211,64.488608771995932620316377,2,nrep
265,E,25822,161.498379386904846779550835,2,nrep
266,A,3220,1.684148811183685139167651,2,nrep
266,B,73364,66.788370791110485974538302,2,nrep
266,E,25268,135.481306011914276505622110,2,nrep
