bucket,multicell,freq,weighted,h,meas
39,f,64,2.322266388880896347721902,2,nrep
39,t,432,24.852460134867998562926298,2,nrep
40,f,117,7.685123346129100828276055,2,nrep
40,t,495,23.273879471680997509637455,2,nrep
41,f,65,2.129602601044163716105726,2,nrep
41,t,533,15.029165057151671777584087,2,nrep
42,f,26,0.015666762758323198016499,2,nrep
42,t,339,5.362139551238246545728179,2,nrep
43,f,71,0.404096812643805186411844,2,nrep
43,t,798,41.325963136512986916026261,2,nrep
44,f,73,0.435925638706100929357503,2,nrep
44,t,637,16.623328175709627300715485,2,nrep
45,f,57,0.893990586883082191137482,2,nrep
45,t,537,10.805151181143452730525989,2,nrep
46,f,1730,107.439968527653594059752491,2,nrep
46,t,502,11.654054189060093576819077,2,nrep
47,f,123,6.291052650925010141250536,2,nrep
47,t,491,7.371209517796619032067826,2,nrep
48,f,56,0.122721779571236232011124,2,nrep
48,t,402,11.329219318199905381775963,2,nrep
49,f,91,2.545944887362817606742990,2,nrep
49,t,680,22.131401135186985668274713,2,nrep
50,f,243,20.625626942256781961408000,2,nrep
50,t,625,20.391876013184980125145105,2,nrep
51,f,56,0.064028240644721941342618,2,nrep
51,t,766,60.615734842515964762540985,2,nrep
52,f,111,7.428214718162766385175837,2,nrep
52,t,599,10.128422635982867321110015,2,nrep
53,f,55,0.216311380876726440720967,2,nrep
53,t,447,7.994282858738927717174804,2,nrep
54,f,98,1.831888880499133841913024,2,nrep
54,t,709,27.134014666195712529101168,2,nrep
55,f,1291,74.335156299602738504373391,2,nrep
55,t,602,17.906224010807448630634032,2,nrep
56,f,47,0.010992662738761289923183,2,nrep
56,t,297,0.136818183601862070448039,2,nrep
57,f,130,2.455926262473425886256745,2,nrep
57,t,892,27.220930288873336398465553,2,nrep
58,f,105,2.179830359463937422076594,2,nrep
58,t,614,8.235720448659971719999712,2,nrep
59,f,79,0.162222617199545234552836,2,nrep
59,t,886,32.737101973266799686236196,2,nrep
60,f,99,3.928258717335329296940048,2,nrep
60,t,669,21.981643945626985592331737,2,nrep
61,f,84,0.192988984014539195235584,2,nrep
61,t,559,5.991149500890574268768696,2,nrep
62,f,135,5.522504670977107769221050,2,nrep
62,t,664,10.608464677666578396728835,2,nrep
63,f,105,0.880979932463914900395073,2,nrep
63,t,677,17.860940541761034610013185,2,nrep
64,f,365,16.574290410905008409594775,2,nrep
64,t,782,23.747816438236292249351010,2,nrep
65,f,81,0.072058593349526831730938,2,nrep
65,t,610,9.757307545878931517962466,2,nrep
66,f,95,1.050866900392703723469878,2,nrep
66,t,742,34.418533986378555508494126,2,nrep
67,f,67,0.027737204602907561477048,2,nrep
67,t,401,4.399806329310122480316894,2,nrep
68,f,115,3.610224676126741444376927,2,nrep
68,t,966,16.623836870648551397900249,2,nrep
69,f,80,0.017478528631826589709707,2,nrep
69,t,578,24.628817925974571867654750,2,nrep
70,f,138,5.260245325294353382623928,2,nrep
70,t,722,13.385513161386716510527078,2,nrep
71,f,115,0.680890716137342006989747,2,nrep
71,t,852,17.828210514059081195340454,2,nrep
72,f,84,2.363777834212810565302138,2,nrep
72,t,669,32.086195283071951826990223,2,nrep
73,f,142,6.288506560329160852991659,2,nrep
73,t,760,27.019340411608052216869413,2,nrep
74,f,112,0.329769779341709621109846,2,nrep
74,t,965,30.293970522409889889363131,2,nrep
75,f,133,0.075663851321737102899514,2,nrep
75,t,936,34.982355500809316356137882,2,nrep
76,f,83,0.296246620157522408253434,2,nrep
76,t,497,4.631740392872086415677028,2,nrep
77,f,94,0.070778758726716074491425,2,nrep
77,t,806,53.341604587531242971514384,2,nrep
78,f,152,2.750806063170567378582507,2,nrep
78,t,924,27.661995009141613881253778,2,nrep
79,f,111,0.792961618304872682051145,2,nrep
79,t,842,22.173679948721182738964547,2,nrep
80,f,121,1.142580299554985917112887,2,nrep
80,t,881,24.509336702123011738397487,2,nrep
81,f,174,0.593975026004996198723074,2,nrep
81,t,960,33.564683542610234715337747,2,nrep
82,f,167,15.343045950334209180391981,2,nrep
82,t,995,61.029886035569015903357306,2,nrep
83,f,119,0.541342875062441469279354,2,nrep
83,t,910,35.380224085769397357267865,2,nrep
84,f,69,0.010890751805197906628804,2,nrep
84,t,401,0.392150079263475110959356,2,nrep
85,f,184,7.173573246551142945093257,2,nrep
85,t,1644,42.104547197772424317427310,2,nrep
86,f,120,0.065383289449814101458548,2,nrep
86,t,654,11.036181796242315168140236,2,nrep
87,f,135,0.716548625816186775916717,2,nrep
87,t,1143,20.258282052651868807376050,2,nrep
88,f,145,0.603569769717658081518808,2,nrep
88,t,1073,56.463327746094645100793414,2,nrep
89,f,134,0.347142425163900391743638,2,nrep
89,t,804,10.225548346647019603836077,2,nrep
90,f,151,0.582581692593461095358357,2,nrep
90,t,1093,24.649733034414474063467633,2,nrep
91,f,140,0.376237574490024818115815,2,nrep
91,t,919,15.309004105773522893239717,2,nrep
92,f,171,2.442954134744628903874874,2,nrep
92,t,1115,23.115569574943314101110968,2,nrep
93,f,157,4.747516010728814864344951,2,nrep
93,t,874,11.337571824483984623719323,2,nrep
94,f,157,1.178845475292351453881587,2,nrep
94,t,914,34.813334045764001083559981,2,nrep
95,f,189,0.635761110900987544010800,2,nrep
95,t,992,15.784952295638955955643067,2,nrep
96,f,164,1.158356844109856221297300,2,nrep
96,t,964,56.628455691022224879168787,2,nrep
97,f,180,1.647279735886579165806532,2,nrep
97,t,1193,29.105181055655687524330059,2,nrep
98,f,163,0.034713545417326590358585,2,nrep
98,t,1052,29.807049909963387433891724,2,nrep
99,f,187,0.043845665266877154366034,2,nrep
99,t,1029,20.636991527028024934490462,2,nrep
100,f,194,1.056592778418647329635319,2,nrep
100,t,1229,22.976360124210344013546432,2,nrep
101,f,165,0.600527140667689341921468,2,nrep
101,t,814,7.442598346581865354531122,2,nrep
102,f,230,1.001413391198657896194492,2,nrep
102,t,1285,66.215531532161739593993405,2,nrep
103,f,201,0.864918094353935581349153,2,nrep
103,t,1042,11.900470475553540254290605,2,nrep
104,f,276,1.278638188009509535345200,2,nrep
104,t,1247,62.941631165857017250928742,2,nrep
105,f,186,0.100181136161482889108426,2,nrep
105,t,1215,41.842358527533971618236553,2,nrep
106,f,245,0.977031037054500602581045,2,nrep
106,t,1112,13.111948365084108529266226,2,nrep
107,f,250,0.417490081483630140721050,2,nrep
107,t,1356,39.041022404974837137427002,2,nrep
108,f,224,1.889148881959962585432625,2,nrep
108,t,1175,21.297556637267869830826827,2,nrep
109,f,256,0.680078729117053444345624,2,nrep
109,t,1004,36.052992541430567099177827,2,nrep
110,f,250,1.512449429582341196061115,2,nrep
110,t,1222,20.841687134923356520194460,2,nrep
111,f,307,0.153956472940488947690825,2,nrep
111,t,1404,22.056069735895300281451289,2,nrep
112,f,116,0.022113880766882369393384,2,nrep
112,t,476,1.170594598039668214457707,2,nrep
113,f,459,4.996704758153770119825572,2,nrep
113,t,2595,113.465055918605185274863850,2,nrep
114,f,251,0.082160687227236680847070,2,nrep
114,t,917,2.277037307445876655444052,2,nrep
115,f,407,11.452253420248246076278304,2,nrep
115,t,1146,19.212132090843318800151561,2,nrep
116,f,308,2.576405477151095249202211,2,nrep
116,t,1455,26.495069431160236877780740,2,nrep
117,f,310,0.470944112285543149780334,2,nrep
117,t,1512,7.562904658804104869040321,2,nrep
118,f,319,1.288868310571875602674507,2,nrep
118,t,1536,27.232091628049191174216912,2,nrep
119,f,329,2.421659315153000601456314,2,nrep
119,t,1674,19.261057425202868785335982,2,nrep
120,f,289,2.588848754154873695506497,2,nrep
120,t,1282,16.217487147544105523656452,2,nrep
121,f,350,0.484041950915364749980599,2,nrep
121,t,1309,9.332027352914547863647547,2,nrep
122,f,358,3.140243787206267020307235,2,nrep
122,t,1540,29.693874841950230001523214,2,nrep
123,f,337,2.098605777887184754160519,2,nrep
123,t,1580,18.265805116210160070996618,2,nrep
124,f,326,1.319130287850087699034191,2,nrep
124,t,1600,12.367971891650024734192699,2,nrep
125,f,358,0.208827668583060077534182,2,nrep
125,t,1699,36.399714777028897380722827,2,nrep
126,f,377,0.287467527631663006062089,2,nrep
126,t,2017,13.182631201786738790097883,2,nrep
127,f,379,2.836381899469961123810514,2,nrep
127,t,1573,17.344472842173142882886202,2,nrep
128,f,350,0.461131898611456340910793,2,nrep
128,t,1644,8.988885083922019454273562,2,nrep
129,f,369,2.174416339229689808161546,2,nrep
129,t,1773,19.975041228512797647972345,2,nrep
130,f,499,8.375587295730048243300821,2,nrep
130,t,1817,9.622162025998652561630778,2,nrep
131,f,384,0.646817030685782394663425,2,nrep
131,t,1782,17.535505411399820464955007,2,nrep
132,f,405,2.610409004217684586371487,2,nrep
132,t,1807,26.768632905629595808876897,2,nrep
133,f,415,1.677889710348072374419136,2,nrep
133,t,2362,21.994923322891068231435730,2,nrep
134,f,426,2.639538193234348923968845,2,nrep
134,t,2095,52.037073131249319654556351,2,nrep
135,f,537,0.526940845814637285973040,2,nrep
135,t,2389,22.846858504499485506812473,2,nrep
136,f,352,0.210308601330639307507719,2,nrep
136,t,1336,3.256929201729140174288315,2,nrep
137,f,581,10.429564054187078570720980,2,nrep
137,t,2173,19.229534092889051310618427,2,nrep
138,f,486,1.586230620175218485195003,2,nrep
138,t,2101,21.259273852169204396682513,2,nrep
139,f,508,4.472943955646374013174282,2,nrep
139,t,2499,21.681881352719497429515457,2,nrep
140,f,591,1.190419699072494524806981,2,nrep
140,t,2192,16.701875782536916000357047,2,nrep
141,f,554,5.929385980319230704061764,2,nrep
141,t,2098,13.014984125762859857927756,2,nrep
142,f,607,1.374295660042999978563346,2,nrep
142,t,2375,40.731001357869411959686092,2,nrep
143,f,486,0.388057590491767806976036,2,nrep
143,t,2101,20.352739575650898688173946,2,nrep
144,f,785,15.403317168871672128488698,2,nrep
144,t,2350,16.201685370304866886535103,2,nrep
145,f,635,4.022638402527041305024130,2,nrep
145,t,2393,19.652894161747869767215197,2,nrep
146,f,645,1.571841864376460360880736,2,nrep
146,t,2413,13.569774643110932131515987,2,nrep
147,f,655,0.943820415200672388888897,2,nrep
147,t,2532,28.977625758505471800969400,2,nrep
148,f,701,5.413022421476377803718683,2,nrep
148,t,2510,41.915545570111958248988802,2,nrep
149,f,627,1.191175618274011615366114,2,nrep
149,t,2296,28.886352321471804704412167,2,nrep
150,f,691,1.110023434485134621675316,2,nrep
150,t,2637,15.577859982764812239465178,2,nrep
151,f,887,9.616411752103308404046199,2,nrep
151,t,2402,42.095486685071425650847160,2,nrep
152,f,690,0.733956313608122847743956,2,nrep
152,t,2516,23.762354090590638585928376,2,nrep
153,f,831,2.492147850544568744565119,2,nrep
153,t,3061,44.401226725247829735121510,2,nrep
154,f,774,1.255327435093742716593392,2,nrep
154,t,2525,29.796929150636594781117251,2,nrep
155,f,794,1.596304419486497201653883,2,nrep
155,t,2655,10.126838197242941306215854,2,nrep
156,f,765,0.731830472771660847691578,2,nrep
156,t,2811,32.303772063338079662094847,2,nrep
157,f,882,1.372712517963177428718677,2,nrep
157,t,2824,42.819504187322077461516440,2,nrep
158,f,960,11.414630942694593693913779,2,nrep
158,t,2688,37.071206531078494131671212,2,nrep
159,f,975,4.002824263402073222512692,2,nrep
159,t,3298,37.267214028117039479737917,2,nrep
160,f,897,0.514811786003841675547043,2,nrep
160,t,3264,64.157122530089458570231062,2,nrep
161,f,988,0.823425433465201583891071,2,nrep
161,t,2936,39.269496529935096368904224,2,nrep
162,f,991,1.991611407356465174963728,2,nrep
162,t,3471,33.901488046389180597206678,2,nrep
163,f,982,2.071815343468040249817582,2,nrep
163,t,3084,44.636484518671416136841138,2,nrep
164,f,1081,2.247774574053555465007091,2,nrep
164,t,3714,33.697416318124362850937510,2,nrep
165,f,1034,8.812809342319138566086052,2,nrep
165,t,3159,40.139710376030447349012802,2,nrep
166,f,1159,2.965658885370029702270884,2,nrep
166,t,3507,53.983578320199055171231665,2,nrep
167,f,1061,2.793379952347306001504175,2,nrep
167,t,3631,26.847293653025706517093093,2,nrep
168,f,787,0.785718485368434240387990,2,nrep
168,t,2155,23.710688580188152344923168,2,nrep
169,f,1795,6.506797185438450136242767,2,nrep
169,t,6861,110.818259209552805867782594,2,nrep
170,f,691,0.842649431733997298910582,2,nrep
170,t,1840,30.594430205551818826687327,2,nrep
171,f,1232,2.446354475571293337201940,2,nrep
171,t,4099,41.249503555477671538437125,2,nrep
172,f,1267,2.031453276901112982157041,2,nrep
172,t,4101,87.095742473977998301528022,2,nrep
173,f,1219,3.670340728882914265242804,2,nrep
173,t,3510,59.843936161853179023505684,2,nrep
174,f,1320,5.753385136233897349942583,2,nrep
174,t,4498,66.795274178216512655564903,2,nrep
175,f,1289,3.151429193369330800278132,2,nrep
175,t,3807,63.869835575552375814725824,2,nrep
176,f,1334,6.103625802766031037001979,2,nrep
176,t,4019,58.649914758136142024713516,2,nrep
177,f,1360,5.539500657776076708276911,2,nrep
177,t,4335,73.554311644612295797134250,2,nrep
178,f,1229,3.865066778212804136205440,2,nrep
178,t,4443,105.353893922849779050469931,2,nrep
179,f,1407,2.639282823653886873832700,2,nrep
179,t,4465,81.901504711317562510678574,2,nrep
180,f,1413,9.262788025476855277463732,2,nrep
180,t,4337,82.152671054470261482561636,2,nrep
181,f,1431,2.883202787176699844179466,2,nrep
181,t,4726,94.657606987242455151773942,2,nrep
182,f,1498,2.552178381068014346824567,2,nrep
182,t,4714,91.405706400644458182958799,2,nrep
183,f,1573,11.453185904729778830769237,2,nrep
183,t,4807,96.186351069916733317262389,2,nrep
184,f,1419,3.033305127588583737164608,2,nrep
184,t,4727,91.739184145547552604348542,2,nrep
185,f,1581,10.745833444110308790963064,2,nrep
185,t,4820,121.243647134366743741595581,2,nrep
186,f,1651,2.817943630091943713926962,2,nrep
186,t,5240,122.779610870224408558812587,2,nrep
187,f,1574,4.573905470736425131687219,2,nrep
187,t,4899,82.732073952491198597054443,2,nrep
188,f,1654,7.754372930807826529156325,2,nrep
188,t,5354,157.682058378735718189487297,2,nrep
189,f,1667,5.838114489731163971818913,2,nrep
189,t,5397,107.015116733152144266846788,2,nrep
190,f,1749,11.832321535203957236366842,2,nrep
190,t,5596,154.082184426301580256350046,2,nrep
191,f,1664,12.533107489622169875197016,2,nrep
191,t,5009,104.637718071695934002139118,2,nrep
192,f,1749,8.185280034482839502244513,2,nrep
192,t,5868,102.220327290408610052291470,2,nrep
193,f,1736,8.522704189529344375457848,2,nrep
193,t,5770,128.430423130087129339290719,2,nrep
194,f,1883,10.449255155115344603262142,2,nrep
194,t,5856,98.191987102123640677378582,2,nrep
195,f,1937,7.274446219463650175886328,2,nrep
195,t,6060,129.219812212542593324557590,2,nrep
196,f,2036,7.075058580411253113315315,2,nrep
196,t,6261,114.501123561165394346202226,2,nrep
197,f,1944,7.356796358611153522053776,2,nrep
197,t,5950,112.909832563916028600597884,2,nrep
198,f,2092,5.753446769387570331274480,2,nrep
198,t,6358,91.809142944147439257758680,2,nrep
199,f,2002,5.924503046718870421306497,2,nrep
199,t,6754,133.915339391501608799085975,2,nrep
200,f,2091,5.651111968539313978192269,2,nrep
200,t,6880,104.695765045383262250066301,2,nrep
201,f,2133,5.889374928226756831292957,2,nrep
201,t,7048,157.255516478250036359823003,2,nrep
202,f,2102,11.547378238261340701421492,2,nrep
202,t,6331,130.020660179608118595431063,2,nrep
203,f,2347,19.507448197147973724997301,2,nrep
203,t,7224,130.499805916717344465100442,2,nrep
204,f,2173,3.531682639767123500894701,2,nrep
204,t,7179,132.714001246087189335124644,2,nrep
205,f,2237,7.395657581850371784165090,2,nrep
205,t,7896,91.493979375095797026170122,2,nrep
206,f,2193,4.634797178557100621359779,2,nrep
206,t,7013,153.357520095246822168705834,2,nrep
207,f,2663,5.459500234436523956034571,2,nrep
207,t,8383,157.503002006575723808192427,2,nrep
208,f,2451,5.169131186413476306554409,2,nrep
208,t,7803,126.001831529421903051636471,2,nrep
209,f,2505,9.133356806106176388106154,2,nrep
209,t,7938,158.442584933058557812906891,2,nrep
210,f,2591,9.133795614439563874483314,2,nrep
210,t,8442,109.863482565330038629398807,2,nrep
211,f,2453,8.241454234283869170158003,2,nrep
211,t,8189,146.300566071864659156464220,2,nrep
212,f,2651,12.139033424873995391786551,2,nrep
212,t,8455,158.729555658977122707718698,2,nrep
213,f,2737,11.248994904935195593759935,2,nrep
213,t,8478,139.869197528488742970455051,2,nrep
214,f,2915,5.152363013687986513116646,2,nrep
214,t,8496,161.986268419162411211415678,2,nrep
215,f,2724,7.673749475119318770715457,2,nrep
215,t,10053,145.509713511411290991260667,2,nrep
216,f,2800,6.779861165367319312484191,2,nrep
216,t,8618,162.395345617712316173772419,2,nrep
217,f,2805,5.442079145936904278389918,2,nrep
217,t,9147,160.784954491169494710483892,2,nrep
218,f,3029,7.908681402561561983779681,2,nrep
218,t,9306,158.037490615094411526855515,2,nrep
219,f,3027,13.666520003958772034910386,2,nrep
219,t,10507,173.806768411588617126124157,2,nrep
220,f,3075,7.392603943616468339139488,2,nrep
220,t,10482,193.618290732517977742886821,2,nrep
221,f,2946,9.103516111046933447695032,2,nrep
221,t,9787,150.064610145467809206180880,2,nrep
222,f,3182,14.273816941103375165477359,2,nrep
222,t,10304,158.620709459045449470406932,2,nrep
223,f,3035,11.141010339822551301327910,2,nrep
223,t,9711,172.485454935981117015836712,2,nrep
224,f,3682,15.292696993636069504230913,2,nrep
224,t,11267,133.609532162525695385932090,2,nrep
225,f,3659,20.044731957130351152031742,2,nrep
225,t,13168,154.406987182849886366056164,2,nrep
226,f,2600,5.732143277149433455639585,2,nrep
226,t,8151,143.069815096316610581516968,2,nrep
227,f,3732,15.259779313066135518936251,2,nrep
227,t,11451,170.120106920997715455054566,2,nrep
228,f,3231,9.550357897671604160077757,2,nrep
228,t,12337,143.873893840626692490496428,2,nrep
229,f,3655,14.714158003652163192623199,2,nrep
229,t,11243,165.066904224406440613661532,2,nrep
230,f,3461,29.888899196368809671534036,2,nrep
230,t,11765,130.410222223098891274196026,2,nrep
231,f,3657,19.237111069989173342736611,2,nrep
231,t,11315,132.308855574023449044537803,2,nrep
232,f,3706,23.786160593584242773375114,2,nrep
232,t,11639,116.172163589787968060460657,2,nrep
233,f,3838,29.811467867805488794700084,2,nrep
233,t,13477,203.537554555300742871383299,2,nrep
234,f,3807,23.419000238638536953686151,2,nrep
234,t,11348,84.675146361914940338120164,2,nrep
235,f,3897,22.459874135811258577139948,2,nrep
235,t,12879,122.418187852919722655248917,2,nrep
236,f,4280,31.018112070376305033095163,2,nrep
236,t,13829,135.330731084225757930137799,2,nrep
237,f,3552,12.921204156462464369055785,2,nrep
237,t,13843,142.480158549419487142930688,2,nrep
238,f,4187,28.858902143932581831684458,2,nrep
238,t,13689,128.504719381069323225466245,2,nrep
239,f,3994,20.211449571513191901608162,2,nrep
239,t,12795,122.481355827635598044012139,2,nrep
240,f,4001,29.370049248632723559228855,2,nrep
240,t,14965,192.837809676847856355370726,2,nrep
241,f,4226,33.228821743462451446903821,2,nrep
241,t,13909,135.649811917720986134784234,2,nrep
242,f,4070,24.838992139024565666751468,2,nrep
242,t,13323,107.905910088959231022180955,2,nrep
243,f,4472,33.863184857387775089522353,2,nrep
243,t,14232,106.995513548562484579281191,2,nrep
244,f,4397,31.903111978332573587961419,2,nrep
244,t,14795,174.506782586209569369104602,2,nrep
245,f,4490,27.784866657702233611213925,2,nrep
245,t,14066,99.615010769015011753087526,2,nrep
246,f,4638,22.311711536803423316718811,2,nrep
246,t,19616,239.170191287222778575853100,2,nrep
247,f,4367,17.696566934256532086054735,2,nrep
247,t,14943,131.390948592213652912543526,2,nrep
248,f,4580,28.795337766299353556168623,2,nrep
248,t,15150,123.381600102545214886810012,2,nrep
249,f,4748,37.787924063922894906029115,2,nrep
249,t,15413,130.550595898460605093198045,2,nrep
250,f,4563,23.977768504678281222921713,2,nrep
250,t,15876,117.364120463621576576141669,2,nrep
251,f,4776,33.293371607992230193684549,2,nrep
251,t,16132,104.451844298539111303400892,2,nrep
252,f,4746,27.618832081012005948100517,2,nrep
252,t,16936,208.170026579203544005865356,2,nrep
253,f,5713,40.356314337337751146161750,2,nrep
253,t,19125,208.635321415234567446532608,2,nrep
254,f,4207,22.600139269821453520411589,2,nrep
254,t,14204,78.178120606622907169982876,2,nrep
255,f,5071,32.207962050610712039435256,2,nrep
255,t,16878,87.477090363335579532474787,2,nrep
256,f,5233,23.120784520104394921850508,2,nrep
256,t,19442,134.491429629814584472372248,2,nrep
257,f,5093,44.763986021080817096724227,2,nrep
257,t,17117,99.205099808031193102431727,2,nrep
258,f,5114,25.636985746222709911569997,2,nrep
258,t,18003,122.649487941977249921668485,2,nrep
259,f,5370,38.703721785956147870385655,2,nrep
259,t,18098,145.063390230491186735760365,2,nrep
260,f,5277,39.231278520459216067229520,2,nrep
260,t,17618,85.299990327502389579527151,2,nrep
261,f,5337,30.412853049161315906845296,2,nrep
261,t,18754,129.612542078125752216768303,2,nrep
262,f,5328,32.457428506101568657537202,2,nrep
262,t,17706,66.188891048423342843927726,2,nrep
263,f,5566,46.990670816505379818862865,2,nrep
263,t,18984,91.178042776097680558445324,2,nrep
264,f,5592,25.663204944180173707044551,2,nrep
264,t,18926,107.988209516992114000240957,2,nrep
265,f,5847,47.516839507837769517459072,2,nrep
265,t,19975,113.981539879067077262091763,2,nrep
266,f,5704,35.964648751455832607972973,2,nrep
266,t,19564,99.516657260458443897649137,2,nrep
267,f,5848,32.443108210557988114300738,2,nrep
267,t,18849,140.353390966618188386218169,2,nrep
268,f,5848,36.393511672530152269194261,2,nrep
268,t,20763,97.760532445425588888056987,2,nrep
269,f,6174,48.251907338343398594322518,2,nrep
269,t,20602,100.076130242232775993773994,2,nrep
270,f,6110,46.146539495719282921963874,2,nrep
270,t,19296,96.132824818769179690416783,2,nrep
271,f,6570,40.496924188428045012097523,2,nrep
271,t,20605,104.176331186794892062729278,2,nrep
272,f,6074,55.859728612822280121759218,2,nrep
272,t,21193,127.934956639038146897465986,2,nrep
273,f,6374,48.730199282891933562854248,2,nrep
273,t,23558,158.570898575755398440759798,2,nrep
274,f,6346,51.456183197627387359849976,2,nrep
274,t,20289,111.864752805080429483690867,2,nrep
275,f,6767,62.573624648808464301424549,2,nrep
275,t,21854,94.188808297701692605236545,2,nrep
276,f,6578,56.067106401992450036708797,2,nrep
276,t,20610,129.993039533138565459686668,2,nrep
277,f,6749,69.329206636988364971152875,2,nrep
277,t,21898,110.184242844897487786721197,2,nrep
278,f,6805,55.001984165760689674956051,2,nrep
278,t,23299,132.439765447441536635073201,2,nrep
279,f,7132,70.454296761978139446619218,2,nrep
279,t,21493,126.051225713669095177544108,2,nrep
280,f,7359,115.901570108373467033632709,2,nrep
280,t,22737,125.509146178679769268005287,2,nrep
281,f,7984,77.905782959721687232347878,2,nrep
281,t,24282,149.467644418186150554389651,2,nrep
282,f,6539,55.552363139031209495773229,2,nrep
282,t,19493,102.073843167556003226227808,2,nrep
283,f,7389,58.911629557064921601760793,2,nrep
283,t,23788,144.749640655378864216285652,2,nrep
284,f,7456,70.698771678115670684839889,2,nrep
284,t,22553,207.113626155532708953593885,2,nrep
285,f,7677,69.479298195173907073012348,2,nrep
285,t,22961,168.555562758669336180254167,2,nrep
286,f,7381,63.940296555628061965984584,2,nrep
286,t,22208,124.547256164079896421141283,2,nrep
287,f,7862,55.845927143947322375762136,2,nrep
287,t,24515,159.714527799312695889821795,2,nrep
288,f,7712,79.996246098235152955384939,2,nrep
288,t,23257,135.568551459654301622251597,2,nrep
289,f,8642,75.497099152070043326126475,2,nrep
289,t,25634,202.061730505103679573840369,2,nrep
290,f,7138,44.325344197729833084312605,2,nrep
290,t,21004,131.875307920429529155548642,2,nrep
291,f,8275,73.196814232118842305969409,2,nrep
291,t,25028,222.641298384795160775366475,2,nrep
292,f,8061,62.487668682715024189885118,2,nrep
292,t,23812,170.798101848818337441743404,2,nrep
293,f,8245,75.463253163742162863998707,2,nrep
293,t,23289,150.663466517034495681598646,2,nrep
294,f,8207,37.526098258620730128602211,2,nrep
294,t,25823,180.127997008602397511899271,2,nrep
295,f,9072,44.883647147123126411411699,2,nrep
295,t,26750,236.435586753959237810623098,2,nrep
296,f,7906,42.083937101529859232951162,2,nrep
296,t,21921,102.027635908260015960454208,2,nrep
297,f,8537,69.089084845540773957297411,2,nrep
297,t,25347,181.649904711390097990582592,2,nrep
298,f,8692,40.073649400421256684441107,2,nrep
298,t,26654,215.226194594006637034603383,2,nrep
299,f,8553,35.617317159394543470843982,2,nrep
299,t,25217,200.527122900879860905354316,2,nrep
300,f,8800,48.045173804277537207373364,2,nrep
300,t,25141,210.481788661315225841601691,2,nrep
301,f,9159,67.966919863105380351045838,2,nrep
301,t,27220,180.590687901681436356418908,2,nrep
302,f,8729,41.229721975872901261076697,2,nrep
302,t,25195,175.326444043640170045023057,2,nrep
303,f,9042,32.573076037803741928463048,2,nrep
303,t,27011,295.226405392664673917418972,2,nrep
304,f,9179,58.765863194628398209378426,2,nrep
304,t,26203,192.107748572551604012217590,2,nrep
305,f,9701,63.239415572542970863683633,2,nrep
305,t,27169,276.381626630198557464811740,2,nrep
306,f,9185,50.036102704055378671999736,2,nrep
306,t,24991,159.363428867866633993260861,2,nrep
307,f,9489,39.096063341794426048317134,2,nrep
307,t,27195,204.195150375356074664662325,2,nrep
308,f,9564,49.276141709424186522708506,2,nrep
308,t,26617,235.029372076338839155461426,2,nrep
309,f,8901,44.654904094109502658317344,2,nrep
309,t,24424,179.164144781128572358937049,2,nrep
310,f,10477,84.233716862874272327351518,2,nrep
310,t,28097,296.427551611893055782373049,2,nrep
311,f,9978,42.836854452538787478842076,2,nrep
311,t,26448,180.375279004270445907162301,2,nrep
312,f,10053,36.867481343732261100072396,2,nrep
312,t,31960,402.524074680912916852776974,2,nrep
313,f,9467,46.004747849688159647856790,2,nrep
313,t,25174,206.412002027247154556316864,2,nrep
314,f,10860,31.682952522152345876593859,2,nrep
314,t,28604,277.811706927106466948179746,2,nrep
315,f,10521,84.497094837820556132342515,2,nrep
315,t,27902,308.316297069607787515685245,2,nrep
316,f,9963,50.450003062959106970299565,2,nrep
316,t,27769,460.020747350897891942748198,2,nrep
317,f,10933,53.519469750328639386258957,2,nrep
317,t,28187,279.080915540690949372396982,2,nrep
318,f,10813,60.568259082779572064932261,2,nrep
318,t,28285,279.323721887255956879320642,2,nrep
319,f,10816,34.893032298412055080949782,2,nrep
319,t,30236,557.469206237983490857315659,2,nrep
320,f,11144,44.916125004550605626017980,2,nrep
320,t,30654,358.718669984363104788344550,2,nrep
321,f,11192,96.801458159800240486357869,2,nrep
321,t,28683,256.013197641842224852490598,2,nrep
322,f,11253,63.687311176136062355775414,2,nrep
322,t,29247,231.509276972146426980112713,2,nrep
323,f,11472,69.786387212297413044318262,2,nrep
323,t,31323,632.288491105152075598365340,2,nrep
324,f,11252,52.341743799915672590630265,2,nrep
324,t,29586,238.677416444565916222546737,2,nrep
325,f,11567,65.890253224693917815987088,2,nrep
325,t,31015,432.847858802849635350048231,2,nrep
326,f,11774,82.415765672258346257084525,2,nrep
326,t,31324,592.742137526763124781517597,2,nrep
327,f,11406,58.238382407395928128186622,2,nrep
327,t,31767,475.131027660870068831661943,2,nrep
328,f,12386,55.846917660047502593958166,2,nrep
328,t,31984,477.015550534066134592761941,2,nrep
329,f,12135,81.856398283557145104735491,2,nrep
329,t,34252,578.260247628439603935123379,2,nrep
330,f,12067,90.356050130850685359373794,2,nrep
330,t,33115,399.674016002682013484322591,2,nrep
331,f,12412,61.953283158540191170662328,2,nrep
331,t,32817,1049.358401401816506112366107,2,nrep
332,f,13115,95.362521581470596969566276,2,nrep
332,t,34361,670.653758856210059555828497,2,nrep
333,f,12801,84.197645741303288998556554,2,nrep
333,t,33806,222.311150919962856896494966,2,nrep
