timestamp	diskReadBytes	diskReadIO	diskWriteBytes	diskWriteIO	memoryPercent	memoryAllocationStalls	cpuPercent	nProc	memoryGB
2022-10-22 08:00:00 GMT	21419830.817391306	331.7050279329609	8338002.033149172	215.2066852367688	3.2618169351501995	0	19.578633166483126	42.60591160220996	32.618169351502
2022-10-22 09:00:00 GMT	105763115.57752809	388.4601123595506	62787428.23661972	506.0759668508287	13.293855045337029	0.06424581005586592	56.907890853542774	99.4781232492997	132.9385504533703
2022-10-22 10:00:00 GMT	159006792.41546962	189.52349726775955	96161824.63296704	511.40891364902507	34.58582377255882	0.2900552486187845	84.70133672402591	160.06206611570244	345.85823772558814
2022-10-22 11:00:00 GMT	97160482.13333334	118.8425	72520907.66537397	397.59527777777777	48.34784164472787	0.4297752808988764	89.79094945564161	159.76457865168538	483.47841644727873
2022-10-22 12:00:00 GMT	80594888.55690607	106.79106145251397	64582245.26222222	354.3213296398892	58.06435028617194	1.4175824175824177	89.13252307536635	160.0262912087913	580.6435028617194
2022-10-22 13:00:00 GMT	90472102.21869688	119.4588888888889	71453024.55264623	387.70445682451253	67.7157097901719	0.28212290502793297	93.58897276350386	159.67738161559888	677.157097901719
2022-10-22 14:00:00 GMT	78747383.16273972	96.62734806629834	46580929.390529245	340.7652777777778	77.97288081440497	0.2845303867403315	94.18041283420726	159.78315789473683	779.7288081440498
2022-10-22 15:00:00 GMT	75405838.30167598	94.68954802259887	33978372.52596685	329.6221288515406	86.15411603368494	0.5280898876404494	98.2151024380835	159.69569832402232	861.5411603368494
2022-10-22 16:00:00 GMT	68802742.29450549	86.45273224043716	32847004.746368714	307.98846153846154	93.29744709818647	4.964285714285714	96.63065203504806	159.9506906077348	932.9744709818647
2022-10-22 17:00:00 GMT	72936069.77604456	161.84038997214483	29192063.00994475	379.15482954545456	96.90353962509512	14.6016713091922	97.54524714607363	160.21191666666667	969.0353962509513
2022-10-22 18:00:00 GMT	65237857.71966759	161.69473684210527	27279254.186666667	363.43097826086955	98.64039011092353	99.59002770083103	95.54186820190957	160.30530555555558	986.4039011092353
2022-10-22 19:00:00 GMT	78313279.31492957	162.5013966480447	32889931.093333334	400.38138888888886	97.01939036433775	3.8715083798882683	96.56756808539598	159.56515406162467	970.1939036433776
2022-10-22 20:00:00 GMT	78929654.83195592	207.61694444444444	28512594.66368715	491.3038888888889	96.46858039462313	19.176795580110497	97.21724946760862	160.10801652892565	964.6858039462313
2022-10-22 21:00:00 GMT	84596084.26077348	142.35	35702771.41452514	378.8469101123595	92.08312592044311	1.0222222222222221	95.89921912812909	159.17682584269664	920.8312592044311
2022-10-22 22:00:00 GMT	88386923.83463687	119.10928961748634	40423308.0967033	389.5785714285714	84.62305383857709	0.38055555555555554	95.94203033844249	159.27549450549446	846.2305383857708
