accession	tempOptimMin	tempOptimMax	tempMin	tempMax
G4T0C7	70.0	70.0	55.0	75.0
G4T0C7	70.0	70.0	25.0	80.0
D5TM67	55.0	55.0	45.0	65.0
A0A1S6TLL2	40.0	40.0	30.0	50.0
A0A179FQV9	50.0	50.0	60.0	60.0
A9UKG4	37.0	37.0	25.0	60.0
A8F6K5	55.0	60.0	40.0	65.0
A9UKG4	28.0	28.0	25.0	60.0
P30986	37.0	37.0	30.0	50.0
Q975F9	80.0	80.0	70.0	100.0
Q975F9	80.0	80.0	70.0	100.0
P0ACC7	30.0	30.0	65.0	65.0
P0ACC7	37.0	37.0	65.0	65.0
Q8GKS3	50.0	50.0	20.0	50.0
Q8GKS3	50.0	50.0	20.0	90.0
Q8GKS3	30.0	30.0	20.0	50.0
Q8GKS3	30.0	30.0	20.0	90.0
Q8GKS3	40.0	40.0	20.0	50.0
Q8GKS3	40.0	40.0	20.0	90.0
Q8EBE0	40.0	40.0	20.0	60.0
A0A073KHN9	20.0	30.0	10.0	50.0
C1KKR1	40.0	40.0	30.0	50.0
Q3IW04	35.0	35.0	20.0	70.0
Q673U2	37.0	37.0	24.0	45.0
O74641	60.0	60.0	35.0	70.0
A0A2G7G4Y0	60.0	60.0	40.0	70.0
O74641	30.0	30.0	35.0	70.0
Q8H8T0	37.0	37.0	30.0	60.0
Q8H8T0	55.0	55.0	30.0	60.0
O22666	55.0	55.0	20.0	100.0
Q6Z4G3	50.0	50.0	30.0	60.0
Q8H8T0	50.0	50.0	30.0	60.0
Q9SRT9	60.0	60.0	20.0	90.0
Q9LFW1	60.0	60.0	30.0	95.0
Q9SRT9	30.0	30.0	20.0	90.0
Q9LFW1	30.0	30.0	30.0	95.0
O22666	30.0	30.0	20.0	100.0
Q6YDN9	37.0	37.0	10.0	50.0
D5HP43	37.0	37.0	20.0	50.0
Q8GZD5	25.0	25.0	15.0	55.0
Q9ZSU4	18.0	18.0	45.0	45.0
Q9ZSU4	18.0	18.0	5.0	5.0
Q8GZD5	40.0	40.0	15.0	55.0
Q8GZD5	22.0	22.0	15.0	55.0
Q8RBI5	85.0	85.0	30.0	90.0
Q0GND9	30.0	30.0	14.0	46.0
Q0GND8	30.0	30.0	14.0	46.0
O32462	90.0	90.0	70.0	105.0
O32462	80.0	80.0	70.0	105.0
O32462	95.0	95.0	70.0	105.0
O87172	70.0	70.0	50.0	90.0
O33838	85.0	90.0	65.0	95.0
Q21FJ0	30.0	30.0	20.0	70.0
Q21FJ0	30.0	30.0	20.0	70.0
G0L2Y1	30.0	30.0	10.0	45.0
L8B3Z6	40.0	40.0	15.0	45.0
D1MX66	40.0	40.0	50.0	50.0
D1MX66	40.0	40.0	20.0	20.0
Q21FJ0	40.0	40.0	20.0	70.0
Q21FJ0	40.0	40.0	20.0	70.0
G9CHX6	45.0	45.0	20.0	70.0
G3LI08	45.0	45.0	30.55	30.55
G1EH67	50.0	50.0	20.0	80.0
A0A3B6UEP6	50.0	50.0	30.0	30.0
X5I0R2	45.0	45.0	50.0	50.0
A0A0A2SLZ4	65.0	65.0	75.0	75.0
A0A0A2SLZ4	65.0	65.0	70.0	70.0
Q5JIZ8	85.0	85.0	65.0	95.0
Q7QF91	30.0	30.0	10.0	40.0
Q7QBF7	22.0	22.0	10.0	40.0
B0LI36	30.0	30.0	30.0	45.0
B0LI36	30.0	30.0	32.0	40.0
B0LI36	40.0	40.0	30.0	45.0
B0LI36	40.0	40.0	32.0	40.0
B0LI36	35.0	35.0	30.0	45.0
B0LI36	35.0	35.0	32.0	40.0
B0LI36	32.0	32.0	30.0	45.0
B0LI36	32.0	32.0	32.0	40.0
I3V5V6	30.0	30.0	45.0	45.0
I3V5V6	30.0	30.0	55.0	55.0
I3V5V6	30.0	30.0	20.0	20.0
C0LNV1	45.0	45.0	30.0	50.0
I3V5V6	35.0	35.0	45.0	45.0
I3V5V6	35.0	35.0	55.0	55.0
I3V5V6	35.0	35.0	20.0	20.0
A0A142FJE4	40.0	45.0	32.0	32.0
Q72K16	75.0	75.0	50.0	90.0
H1AE12	30.0	35.0	15.0	40.0
Q9SWH5	20.0	25.0	40.0	40.0
Q9SWH5	20.0	25.0	40.0	40.0
A0A172EJV6	50.0	50.0	20.0	90.0
A0A172EJV6	50.0	50.0	40.0	70.0
A0A172EJV6	50.0	50.0	20.0	90.0
P08411	25.0	25.0	20.0	42.0
Q9H1B5	37.0	37.0	15.0	37.0
Q9H1B5	37.0	37.0	4.0	45.0
Q9H1B5	37.0	37.0	16.0	37.0
Q86Y38	37.0	37.0	16.0	37.0
Q9H1B5	30.0	30.0	15.0	37.0
Q9H1B5	30.0	30.0	4.0	45.0
Q9H1B5	30.0	30.0	16.0	37.0
G8Z9T0	40.0	40.0	35.0	45.0
A0A0P0YP15	50.0	50.0	45.0	60.0
Q27HX3	50.0	50.0	25.0	55.0
G9FTP5	35.0	35.0	20.0	50.0
A0A2U8JGA6	42.0	42.0	30.0	50.0
Q8J2N2	70.0	70.0	50.0	80.0
Q9NVM4	10.0	25.0	10.0	37.0
Q922X9	10.0	25.0	10.0	37.0
Q9XW42	15.0	15.0	25.0	30.0
A9ZPJ6	40.0	40.0	20.0	50.0
O24736	50.0	50.0	30.0	60.0
Q19546	37.0	37.0	20.0	37.0
M5AXT3	30.0	30.0	20.0	70.0
P77978	70.0	70.0	50.0	50.0
A7XS03	55.0	55.0	30.0	45.0
Q9AHJ8	65.0	65.0	37.0	75.0
Q97UI1	70.0	80.0	37.0	100.0
Q97UI1	75.0	75.0	37.0	100.0
A7XS03	40.0	40.0	30.0	45.0
S6D3Q2	20.0	20.0	10.0	40.0
A6LGF6	40.0	40.0	30.0	40.0
Q76EC9	65.0	65.0	50.0	70.0
W8CR80	65.0	65.0	35.0	75.0
D3JTC1	40.0	40.0	25.0	65.0
D3JTC2	40.0	40.0	15.0	65.0
Q93J76	40.0	40.0	40.0	50.0
Q93RU6	40.0	40.0	40.0	50.0
Q8PCR8	50.0	50.0	30.0	50.0
D8WN00	50.0	50.0	40.0	70.0
D0VP31	50.0	50.0	40.0	65.0
Q8P6Z9	50.0	50.0	40.0	50.0
Q9X6Z2	50.0	50.0	40.0	60.0
B2ZFM0	60.0	60.0	30.0	100.0
W8CR80	67.5	67.5	35.0	75.0
Q7X0P2	45.0	45.0	37.0	50.0
Q8PCR8	30.0	30.0	30.0	50.0
D8X180	37.0	37.0	30.0	70.0
D8X179	37.0	37.0	30.0	70.0
D8X181	37.0	37.0	30.0	70.0
Q9XDT1	55.0	55.0	30.0	70.0
S5UBI8	55.0	55.0	35.0	70.0
Q9XDT2	50.0	55.0	40.0	50.0
Q9AQF3	50.0	50.0	40.0	60.0
Q6L2I5	55.0	55.0	50.0	70.0
A0A140N5X9	37.0	37.0	50.0	60.0
A0A140N5X9	55.0	55.0	50.0	60.0
J7GQ11	50.0	50.0	70.0	70.0
Q8U1P6	75.0	75.0	40.0	85.0
Q8U1P6	75.0	75.0	40.0	85.0
Q8U1P6	75.0	75.0	40.0	85.0
P0A6D7	40.0	40.0	15.0	40.0
P84142	45.0	45.0	25.0	45.0
P84142	98.0	98.0	25.0	45.0
Q9X015	80.0	80.0	50.0	90.0
Q9X015	80.0	80.0	40.0	90.0
D4GT97	42.0	42.0	20.0	60.0
Q9S5X0	70.0	70.0	60.0	85.0
O59570	70.0	70.0	25.0	90.0
O59570	70.0	70.0	37.0	95.0
O59570	70.0	70.0	70.0	100.0
Q8U438	95.0	95.0	80.0	100.0
O59570	37.0	37.0	25.0	90.0
O59570	37.0	37.0	37.0	95.0
O59570	37.0	37.0	70.0	100.0
P37981	85.0	85.0	70.0	100.0
Q9S5X0	40.0	40.0	60.0	85.0
O67501	75.0	85.0	40.0	100.0
O59570	88.0	88.0	25.0	90.0
O59570	88.0	88.0	37.0	95.0
O59570	88.0	88.0	70.0	100.0
Q9HIA7	70.0	70.0	25.0	80.0
Q57ZS7	38.0	38.0	15.0	50.0
Q05JY7	35.0	35.0	20.0	40.0
Q05JY7	35.0	35.0	20.0	40.0
Q842E2	35.0	35.0	10.0	50.0
P39641	37.0	37.0	25.0	45.0
C0STU2	40.0	40.0	20.0	50.0
O67203	75.0	75.0	20.0	90.0
O67432	75.0	75.0	20.0	90.0
D2B1P1	37.0	37.0	20.0	45.0
J9SJ08	45.0	45.0	40.0	55.0
J9SJ08	45.0	45.0	40.0	55.0
Q9YFP5	37.0	37.0	37.0	95.0
P19623	25.0	25.0	37.0	50.0
Q31QK9	37.0	37.0	30.0	60.0
P19623	37.0	37.0	37.0	50.0
Q9WZC2	37.0	80.0	37.0	80.0
P09158	50.0	50.0	37.0	50.0
Q7S3U4	25.0	25.0	45.0	45.0
Q9X265	60.0	60.0	40.0	100.0
Q7S3U4	40.0	40.0	45.0	45.0
Q9X265	90.0	90.0	40.0	100.0
P97224	20.0	92.0	20.0	92.0
Q9YG89	90.0	90.0	40.0	100.0
Q9YG89	90.0	90.0	85.0	95.0
Q5JD05	90.0	90.0	50.0	100.0
Q5JD05	90.0	90.0	70.0	100.0
Q5JD05	90.0	90.0	70.0	100.0
Q9YG89	95.0	95.0	40.0	100.0
Q9YG89	95.0	95.0	85.0	95.0
A3MU01	55.0	55.0	50.0	100.0
A3MU01	55.0	55.0	60.0	80.0
P35354	23.0	23.0	5.0	30.0
Q9PTN3	23.0	23.0	5.0	30.0
Q9PW89	23.0	23.0	5.0	30.0
P23219	23.0	23.0	5.0	30.0
P35354	37.0	37.0	5.0	30.0
P23219	37.0	37.0	5.0	30.0
P35354	30.0	30.0	5.0	30.0
Q9PTN3	30.0	30.0	5.0	30.0
Q9PW89	30.0	30.0	5.0	30.0
P23219	30.0	30.0	5.0	30.0
P35354	25.0	25.0	5.0	30.0
Q9PTN3	25.0	25.0	5.0	30.0
Q9PW89	25.0	25.0	5.0	30.0
P23219	25.0	25.0	5.0	30.0
Q8NS80	35.0	40.0	20.0	50.0
Q8NS79	30.0	30.0	20.0	40.0
P59337	50.0	50.0	35.0	50.0
K0CAI2	50.0	50.0	20.0	50.0
Q6DND9	40.0	40.0	20.0	45.0
B8YPW8	37.0	37.0	25.0	65.0
D3DIA1	70.0	70.0	60.0	90.0
D3DIA2	70.0	70.0	60.0	90.0
D3DIA3	70.0	70.0	60.0	90.0
D3DIA0	70.0	70.0	60.0	90.0
Q93RA0	70.0	70.0	60.0	90.0
D3DIA1	80.0	80.0	60.0	90.0
D3DIA2	80.0	80.0	60.0	90.0
D3DIA3	80.0	80.0	60.0	90.0
D3DIA0	80.0	80.0	60.0	90.0
Q93RA0	80.0	80.0	60.0	90.0
E2JE77	30.0	30.0	20.0	50.0
A0A1E1GL87	65.0	65.0	45.0	60.0
A0A1E1GL87	65.0	65.0	60.0	65.0
A0A1E1GL61	65.0	65.0	55.0	60.0
A0A1E1GL61	65.0	65.0	65.0	70.0
A0A1E1GL61	65.0	70.0	55.0	60.0
A0A1E1GL61	65.0	70.0	65.0	70.0
A0A1E1GL87	60.0	60.0	45.0	60.0
A0A1E1GL87	60.0	60.0	60.0	65.0
A0A1E1GL61	60.0	60.0	55.0	60.0
A0A1E1GL61	60.0	60.0	65.0	70.0
Q0CDD9	55.0	55.0	30.0	65.0
A0A1E1GL87	60.0	65.0	45.0	60.0
A0A1E1GL87	60.0	65.0	60.0	65.0
Q8VYG2	37.0	37.0	4.0	42.0
B4U9T7	50.0	50.0	30.0	70.0
A8UT36	70.0	70.0	60.0	87.0
C0MP41	50.0	50.0	30.0	80.0
Q57VC7	50.0	50.0	30.0	80.0
E9AWJ0	40.0	50.0	20.0	90.0
Q57VC7	55.0	55.0	30.0	80.0
Q308C1	30.0	30.0	50.0	50.0
Q308C1	30.0	30.0	30.0	50.0
Q59475	45.0	45.0	37.0	45.0
Q59475	45.0	45.0	37.0	57.0
A6NA25	45.0	45.0	37.0	45.0
A6NA24	45.0	45.0	37.0	45.0
Q59476	37.0	37.0	37.0	57.0
O08505	37.0	37.0	37.0	57.0
Q59475	37.0	37.0	37.0	45.0
Q59475	37.0	37.0	37.0	57.0
Q59476	57.0	57.0	37.0	57.0
O08505	57.0	57.0	37.0	57.0
Q59475	57.0	57.0	37.0	45.0
Q59475	57.0	57.0	37.0	57.0
P10725	50.0	50.0	30.0	60.0
Q9S5V6	60.0	60.0	30.0	50.0
Q9S5V6	35.0	35.0	30.0	50.0
P94494	55.0	55.0	30.0	70.0
Q8R860	70.0	75.0	30.0	90.0
Q9X0Z7	70.0	70.0	35.0	90.0
A8QL51	45.0	45.0	30.0	48.0
A8NBN1	45.0	45.0	30.0	55.0
X2L4E2	35.0	45.0	50.0	50.0
M9UYB0	40.0	40.0	10.0	70.0
M9UYB0	40.0	40.0	10.0	70.0
Q9WYX9	80.0	80.0	30.0	100.0
Q9WYX9	80.0	80.0	30.0	100.0
Q97ZS5	100.0	100.0	60.0	110.0
A0R2E6	45.0	45.0	20.0	55.0
A0R2E6	45.0	45.0	30.0	50.0
A9QXB4	70.0	70.0	60.0	100.0
A9BHI9	70.0	70.0	60.0	75.0
A9QXB4	90.0	90.0	60.0	100.0
Q12XX4	50.0	50.0	30.0	70.0
C6KT09	37.0	37.0	25.0	40.0
A0A0J6JSQ8	30.0	30.0	15.0	50.0
Q5JFZ8	90.0	90.0	30.0	90.0
Q5JFZ8	70.0	70.0	30.0	90.0
Q5JGP4	70.0	70.0	70.0	80.0
B7GUP3	37.0	37.0	25.0	65.0
Q9YBQ2	90.0	90.0	60.0	80.0
Q97VD6	90.0	90.0	60.0	90.0
Q97VD6	90.0	90.0	80.0	95.0
Q9YBQ2	95.0	95.0	60.0	80.0
Q9YBQ2	77.0	77.0	60.0	80.0
Q9YBQ2	92.0	92.0	60.0	80.0
Q9YBQ2	70.0	70.0	60.0	80.0
Q9YBQ2	80.0	80.0	60.0	80.0
Q9YBQ2	80.0	80.0	60.0	80.0
Q9YBQ2	74.0	74.0	60.0	80.0
P26811	37.0	37.0	25.0	70.0
Q07635	37.0	37.0	25.0	60.0
P95979	37.0	37.0	25.0	60.0
Q97W02	37.0	37.0	25.0	70.0
P77933	70.0	75.0	60.0	80.0
Q07635	50.0	50.0	25.0	60.0
P95979	50.0	50.0	25.0	60.0
P81409	80.0	80.0	70.0	85.0
Q7LYT8	38.0	38.0	27.0	55.0
P26811	60.0	60.0	25.0	70.0
Q97W02	60.0	60.0	25.0	70.0
P95690	65.0	65.0	37.0	65.0
P95979	65.0	65.0	25.0	60.0
H9CW54	75.0	75.0	60.0	85.0
Q29Y55	75.0	75.0	60.0	90.0
P77933	75.0	75.0	60.0	80.0
P81409	75.0	75.0	70.0	85.0
Q7LYT8	42.0	42.0	27.0	55.0
A8A8J4	70.0	70.0	65.0	80.0
Q9FWK4	27.0	27.0	19.0	34.0
O22683	27.0	27.0	19.0	34.0
A5GPQ6	26.0	26.0	4.0	55.0
P62694	50.0	50.0	50.0	65.0
O86728	50.0	50.0	30.0	60.0
G0S9B2	70.0	70.0	40.0	90.0
P0A3X6	42.0	42.0	30.0	50.0
O93295	37.0	37.0	15.0	60.0
Q9Y5L3	37.0	37.0	10.0	60.0
Q9Y5L3	37.0	37.0	30.0	62.0
Q9Y5L3	62.0	62.0	10.0	60.0
Q9Y5L3	62.0	62.0	30.0	62.0
Q83XD3	50.0	50.0	30.0	50.0
A0A0S7ASE9	60.0	70.0	40.8	40.8
Q83XD3	37.0	37.0	30.0	50.0
B3EWP2	37.0	37.0	25.0	50.0
Q08169	62.0	62.0	4.0	90.0
A0A2H4Z8F4	40.0	40.0	20.0	50.0
E7FI87	43.0	43.0	37.0	46.0
Q9R1E6	37.0	37.0	5.0	60.0
Q9R1E6	45.0	55.0	5.0	60.0
Q13822	45.0	60.0	5.0	60.0
H6LBB0	20.0	30.0	10.0	50.0
H6LBB1	20.0	30.0	10.0	50.0
H6LBS1	20.0	30.0	10.0	50.0
Q96V44	45.0	45.0	25.0	70.0
Q96V44	65.0	65.0	25.0	70.0
A0A1B4XTS0	40.0	40.0	10.0	55.0
A0A1B4XTS0	40.0	40.0	10.0	55.0
Q96V44	25.0	25.0	25.0	70.0
Q9UQ84	37.0	37.0	25.0	37.0
P26811	65.0	65.0	25.0	70.0
Q9GZX7	30.0	30.0	22.0	37.0
Q9GZX7	37.0	37.0	22.0	37.0
Q9S7H8	23.0	23.0	4.0	37.0
Q9S7H8	23.0	23.0	70.0	70.0
Q9S7H8	23.0	23.0	4.0	44.0
Q9S7H8	33.0	33.0	4.0	37.0
Q9S7H8	33.0	33.0	70.0	70.0
Q9S7H8	33.0	33.0	4.0	44.0
A0A1L8D6P5	30.0	30.0	60.0	60.0
A0A1L8D6P5	30.0	30.0	70.0	70.0
M1JUH6	40.0	40.0	30.0	75.0
A7UHH1	80.0	80.0	40.0	100.0
A7UHH1	80.0	80.0	70.0	100.0
Q9JJS6	37.0	37.0	45.0	45.0
Q9JJS6	37.0	37.0	25.0	25.0
Q4PNI0	40.0	40.0	25.0	25.0
Q4PNI0	40.0	40.0	50.0	50.0
Q9YD18	70.0	70.0	65.0	80.0
Q57635	50.0	50.0	37.0	60.0
Q50566	60.0	60.0	22.0	80.0
Q9HHC4	70.0	80.0	35.0	80.0
Q9HHC4	70.0	80.0	30.0	100.0
Q9HHC4	65.0	65.0	35.0	80.0
Q9HHC4	65.0	65.0	30.0	100.0
C0LJI8	65.0	70.0	50.0	75.0
P00780	60.0	60.0	15.0	65.0
P00780	30.0	30.0	15.0	65.0
Q9FHA4	37.0	37.0	18.0	70.0
P00780	23.0	25.0	15.0	65.0
B8E1T1	80.0	80.0	65.0	90.0
A0A060TAG5	40.0	40.0	25.0	45.0
O59312	95.0	95.0	50.0	95.0
Q71RI9	38.0	38.0	40.0	70.0
Q9R2S1	56.0	62.0	34.0	74.0
Q9S3M0	33.0	33.0	6.0	70.0
P95896	70.0	70.0	75.0	95.0
A0A088BHP3	40.0	40.0	15.0	60.0
A0A088BHP3	40.0	40.0	15.0	60.0
Q5YFS2	44.0	44.0	37.0	50.0
Q7DKE4	50.0	55.0	20.0	70.0
P95896	95.0	95.0	75.0	95.0
F8AEP0	85.0	85.0	50.0	95.0
G9FKH7	45.0	45.0	15.0	70.0
Q975F9	80.0	80.0	70.0	100.0
Q975F9	80.0	80.0	70.0	100.0
I0DHJ0	40.0	40.0	4.0	60.0
I0DHJ1	40.0	40.0	4.0	60.0
A0A193DXA9	60.0	60.0	20.0	70.0
A0A193DXP2	60.0	60.0	20.0	70.0
I0DHJ0	45.0	50.0	4.0	60.0
I0DHJ1	45.0	50.0	4.0	60.0
I0DHJ0	35.0	35.0	4.0	60.0
I0DHJ1	35.0	35.0	4.0	60.0
Q9X4N0	70.0	70.0	20.0	80.0
Q9X4N0	70.0	70.0	30.0	85.0
Q9X4N0	70.0	70.0	37.0	65.0
Q9X4N0	70.0	70.0	35.0	90.0
Q88Z02	70.0	70.0	35.0	90.0
Q9X4N0	65.0	65.0	20.0	80.0
Q9X4N0	65.0	65.0	30.0	85.0
Q9X4N0	65.0	65.0	37.0	65.0
Q9X4N0	65.0	65.0	35.0	90.0
P52999	65.0	65.0	37.0	65.0
P52999	65.0	65.0	35.0	90.0
Q8U1P6	75.0	75.0	40.0	85.0
Q8U1P6	75.0	75.0	40.0	85.0
Q8U1P6	75.0	75.0	40.0	85.0
Q9X4N0	55.0	55.0	20.0	80.0
Q9X4N0	55.0	55.0	30.0	85.0
Q9X4N0	55.0	55.0	37.0	65.0
Q9X4N0	55.0	55.0	35.0	90.0
Q9X4N0	37.0	37.0	20.0	80.0
Q9X4N0	37.0	37.0	30.0	85.0
Q9X4N0	37.0	37.0	37.0	65.0
Q9X4N0	37.0	37.0	35.0	90.0
P52999	37.0	37.0	37.0	65.0
P52999	37.0	37.0	35.0	90.0
P52999	60.0	60.0	37.0	65.0
P52999	60.0	60.0	35.0	90.0
O82833	45.0	45.0	30.0	60.0
O82833	50.0	50.0	30.0	60.0
B9WJQ5	40.0	45.0	25.0	55.0
B9WJQ5	40.0	45.0	35.0	55.0
Q60FX1	30.0	30.0	10.0	40.0
Q976X5	90.0	90.0	70.0	90.0
Q8TZI9	70.0	70.0	30.0	80.0
Q8TZI9	70.0	70.0	80.0	80.0
Q5JIE9	85.0	85.0	70.0	95.0
D2T083	30.0	30.0	20.0	30.0
Q9XFS9	37.0	37.0	35.0	42.0
P45568	37.0	37.0	40.0	60.0
P45568	50.0	60.0	40.0	60.0
P45568	30.0	30.0	40.0	60.0
P0ACC7	37.0	37.0	65.0	65.0
P0ACC7	30.0	30.0	65.0	65.0
Q975F9	80.0	80.0	70.0	100.0
Q975F9	80.0	80.0	70.0	100.0
Q975F9	95.0	95.0	70.0	100.0
Q975F9	95.0	95.0	70.0	100.0
C1AGW8	40.0	40.0	35.0	45.0
Q9Z472	30.0	30.0	20.0	50.0
O24047	50.0	50.0	30.0	58.0
Q9K3J3	50.0	50.0	40.0	60.0
P10584	90.0	90.0	65.0	100.0
O08349	90.0	90.0	50.0	85.0
G4T3S9	60.0	65.0	30.0	60.0
P80040	60.0	60.0	55.0	65.0
P80040	60.0	60.0	55.0	70.0
A0A2K9YND1	36.0	36.0	25.0	45.0
A0A2K9YNC3	36.0	36.0	25.0	45.0
P80040	65.0	65.0	55.0	65.0
P80040	65.0	65.0	55.0	70.0
O08349	65.0	65.0	50.0	85.0
Q9K3S8	45.0	45.0	5.0	50.0
B2UQR6	42.0	42.0	37.0	60.0
A0A085HKM4	50.0	50.0	15.0	60.0
A0A1B1WA14	35.0	35.0	60.0	60.0
A0A1B1WA14	35.0	35.0	60.0	60.0
A0A1B1WA13	30.0	30.0	60.0	60.0
A0A1B1WA13	30.0	30.0	60.0	60.0
A0A1D0BQV8	30.0	30.0	40.0	40.0
A0A1D0BQV8	30.0	30.0	37.0	37.0
A0A1D0BQV8	30.0	30.0	40.0	40.0
A0A1D0BQV8	30.0	30.0	37.0	37.0
A0A1B1NX89	30.0	30.0	20.0	35.0
A0A1L3GZ76	45.0	45.0	37.0	60.0
P9WFX3	30.0	30.0	30.0	37.0
H9TZS7	40.0	40.0	30.0	50.0
P06875	50.0	60.0	30.0	60.0
Q2HPP6	40.0	40.0	30.0	70.0
A0A2I6UI54	40.0	40.0	20.0	50.0
P12256	60.0	60.0	40.0	60.0
P12256	60.0	60.0	40.0	65.0
D6R1Q1	60.0	60.0	25.0	75.0
P12256	50.0	50.0	40.0	60.0
P12256	50.0	50.0	40.0	65.0
A0A2I6UI54	50.0	50.0	20.0	50.0
P06875	50.0	50.0	30.0	60.0
P06875	37.0	37.0	30.0	60.0
Q6D291	45.0	45.0	35.0	60.0
Q108P1	37.0	37.0	4.0	50.0
Q9FN52	32.0	32.0	25.0	39.0
P46920	22.0	22.0	20.0	24.0
Q97UB2	80.0	80.0	60.0	90.0
Q97UB2	77.0	77.0	60.0	90.0
O02089	37.0	37.0	17.0	57.0
O30298	85.0	85.0	55.0	85.0
E3W9G3	50.0	50.0	30.0	60.0
E3W9G3	50.0	50.0	40.0	60.0
E3W9G3	55.0	55.0	30.0	60.0
E3W9G3	55.0	55.0	40.0	60.0
R9UQG9	45.0	45.0	15.0	65.0
E3W9G3	45.0	45.0	30.0	60.0
E3W9G3	45.0	45.0	40.0	60.0
R9UQG9	45.0	45.0	15.0	65.0
A0A1W5QBK3	30.0	30.0	5.0	50.0
D1JGU3	50.0	50.0	30.0	70.0
O31526	65.0	65.0	40.0	75.0
O31526	30.0	30.0	40.0	75.0
P47195	35.0	35.0	22.0	46.0
P47195	35.0	35.0	18.0	46.0
P47195	35.0	35.0	7.0	49.0
P47195	38.0	38.0	22.0	46.0
P47195	38.0	38.0	18.0	46.0
P47195	38.0	38.0	7.0	49.0
P47195	35.0	38.0	22.0	46.0
P47195	35.0	38.0	18.0	46.0
P47195	35.0	38.0	7.0	49.0
A0A0K0Q1Y2	60.0	60.0	30.0	80.0
Q8TZJ1	60.0	60.0	40.0	80.0
Q8TZJ1	60.0	60.0	50.0	80.0
Q8TZJ1	60.0	60.0	66.0	90.0
Q976W8	60.0	60.0	50.0	90.0
Q976W8	60.0	60.0	50.0	75.0
Q976W8	60.0	60.0	30.0	80.0
S4TYB2	60.0	60.0	30.0	70.0
W8DVW0	60.0	60.0	65.0	65.0
B0M0H6	30.0	40.0	15.0	60.0
Q9YBQ2	98.0	98.0	60.0	80.0
P37967	40.0	40.0	50.0	50.0
Q97VW1	70.0	70.0	40.0	90.0
Q97VW1	70.0	70.0	60.0	90.0
O28511	70.0	70.0	40.0	95.0
O28511	70.0	70.0	40.0	90.0
O28511	70.0	70.0	30.0	90.0
Q976W8	70.0	70.0	50.0	90.0
Q976W8	70.0	70.0	50.0	75.0
Q976W8	70.0	70.0	30.0	80.0
Q97VU2	70.0	70.0	60.0	75.0
Q97VU2	70.0	70.0	70.0	90.0
Q8NKS0	70.0	70.0	30.0	90.0
Q8GR22	45.0	45.0	20.0	55.0
Q5V5N6	45.0	45.0	40.0	55.0
F0QXN6	50.0	50.0	70.0	90.0
F0QXN6	50.0	50.0	70.0	90.0
F0QXN6	50.0	50.0	70.0	90.0
Q97VU1	50.0	50.0	40.0	80.0
O28558	50.0	50.0	50.0	100.0
Q2PCE5	50.0	50.0	20.0	55.0
G3JWZ2	50.0	50.0	55.0	75.0
Q8NKS0	90.0	90.0	30.0	90.0
Q97VW1	80.0	80.0	40.0	90.0
Q97VW1	80.0	80.0	60.0	90.0
G7VG08	80.0	80.0	40.0	90.0
Q96Z02	80.0	80.0	50.0	95.0
Q8TZJ1	80.0	80.0	40.0	80.0
Q8TZJ1	80.0	80.0	50.0	80.0
Q8TZJ1	80.0	80.0	66.0	90.0
O28558	80.0	80.0	50.0	100.0
Q976W8	80.0	80.0	50.0	90.0
Q976W8	80.0	80.0	50.0	75.0
Q976W8	80.0	80.0	30.0	80.0
M5DDN2	80.0	80.0	70.0	90.0
Q97VU1	80.0	80.0	40.0	80.0
Q2PCE5	35.0	35.0	20.0	55.0
A0A1B2BII0	35.0	35.0	30.0	45.0
A0A1B2BII0	35.0	35.0	20.0	50.0
Q8KT44	30.0	30.0	5.0	40.0
A0A024CDT8	37.0	37.0	10.0	60.0
A0A024CDT8	37.0	37.0	15.0	50.0
A0A1V0ELS9	10.0	10.0	10.0	45.0
A0A166HLT6	70.0	70.0	3.5	8.0
Q9C1V4	70.0	70.0	25.0	90.0
A0A1D8DGR2	65.0	65.0	55.0	75.0
A0A1S6XZP1	45.0	45.0	30.0	55.0
E2GDF4	60.0	60.0	30.0	80.0
H1AAU7	60.0	60.0	25.0	75.0
A0A0H3WKG6	50.0	50.0	30.0	80.0
Q6KYX5	50.0	50.0	50.0	100.0
Q6KYX5	50.0	50.0	30.0	65.0
Q97ZD0	90.0	90.0	60.0	100.0
Q6KYX5	90.0	90.0	50.0	100.0
Q6KYX5	90.0	90.0	30.0	65.0
P9WQB3	37.0	37.0	37.0	42.0
P9WQB3	25.0	25.0	37.0	42.0
Q8LIL0	45.0	45.0	25.0	60.0
Q6PLI2	40.0	40.0	10.0	40.0
Q5NTE5	30.0	30.0	15.0	40.0
Q59495	30.0	30.0	22.0	45.0
Q14EH6	20.0	50.0	20.0	75.0
A5A8M5	45.0	45.0	20.0	90.0
Q84B24	80.0	90.0	50.0	100.0
Q84B24	80.0	90.0	25.0	103.0
Q84B24	75.0	75.0	50.0	100.0
Q84B24	75.0	75.0	25.0	103.0
Q6WSQ4	80.0	80.0	40.0	95.0
Q2VPS1	90.0	90.0	80.0	100.0
G5DDB2	40.0	40.0	30.0	50.0
Q9WYX6	45.0	45.0	40.0	50.0
A0A0E3D8K7	37.0	37.0	25.0	45.0
A0A0E3D8K7	37.0	37.0	20.0	45.0
W8CQR1	95.0	95.0	75.0	95.0
W8CQB2	95.0	95.0	75.0	95.0
