accession	tempOptimMin	tempOptimMax	tempMin	tempMax	path
B0BK98	40.0	40.0			PH/361/361575-0/AF-B0BK98-F1-model_v3.json.gz
B0BK99	40.0	40.0			PH/361/361575-0/AF-B0BK99-F1-model_v3.json.gz
A0A0A1H7N4	50.0	55.0			PH/361/3617-0/AF-A0A0A1H7N4-F1-model_v3.json.gz
A0A0A1HA03	45.0	50.0			PH/361/3617-0/AF-A0A0A1HA03-F1-model_v3.json.gz
A0A286S1Z7	37.0	37.0			PH/361/36188-0/AF-A0A286S1Z7-F1-model_v3.json.gz
A0A286S1Z7	45.0	45.0			PH/361/36188-0/AF-A0A286S1Z7-F1-model_v3.json.gz
A0A286S1Z7	55.0	55.0			PH/361/36188-0/AF-A0A286S1Z7-F1-model_v3.json.gz
A0A286S200	37.0	37.0			PH/361/36188-0/AF-A0A286S200-F1-model_v3.json.gz
A0A286S200	45.0	45.0			PH/361/36188-0/AF-A0A286S200-F1-model_v3.json.gz
A0A286S200	55.0	55.0			PH/361/36188-0/AF-A0A286S200-F1-model_v3.json.gz
A0A286S218	37.0	37.0			PH/361/36188-0/AF-A0A286S218-F1-model_v3.json.gz
A0A286S218	45.0	45.0			PH/361/36188-0/AF-A0A286S218-F1-model_v3.json.gz
A0A286S218	55.0	55.0			PH/361/36188-0/AF-A0A286S218-F1-model_v3.json.gz
A0PM49	22.0	22.0			PH/362/362242-0/AF-A0PM49-F1-model_v3.json.gz
Q2KTH0	30.0	30.0			PH/362/362597-0/AF-Q2KTH0-F1-model_v3.json.gz
A5HII1	37.0	37.0			PH/362/3627-0/AF-A5HII1-F1-model_v3.json.gz
R9UQG9	45.0	45.0	15.0	65.0	PH/362/362829-0/AF-R9UQG9-F1-model_v3.json.gz
R9UQG9	45.0	45.0	15.0	65.0	PH/362/362829-0/AF-R9UQG9-F1-model_v3.json.gz
Q1WV14	45.0	45.0			PH/362/362948-0/AF-Q1WV14-F1-model_v3.json.gz
Q1WV14	50.0	50.0			PH/362/362948-0/AF-Q1WV14-F1-model_v3.json.gz
Q1WV14	35.0	35.0			PH/362/362948-0/AF-Q1WV14-F1-model_v3.json.gz
Q5I2C5	35.0	40.0	15.0	50.0	PH/363/36307-0/AF-Q5I2C5-F1-model_v3.json.gz
C0H477	37.0	37.0			PH/363/36329-0/AF-C0H477-F1-model_v3.json.gz
C0H4F3	60.0	60.0			PH/363/36329-0/AF-C0H4F3-F1-model_v3.json.gz
C6KT09	37.0	37.0	25.0	40.0	PH/363/36329-0/AF-C6KT09-F1-model_v3.json.gz
O96142	37.0	37.0			PH/363/36329-0/AF-O96142-F1-model_v3.json.gz
P50250	30.0	30.0			PH/363/36329-0/AF-P50250-F1-model_v3.json.gz
Q6LFH8	37.0	37.0			PH/363/36329-0/AF-Q6LFH8-F1-model_v3.json.gz
Q86RB1	25.0	25.0			PH/363/36329-0/AF-Q86RB1-F1-model_v3.json.gz
Q8I273	37.0	37.0			PH/363/36329-0/AF-Q8I273-F1-model_v3.json.gz
Q8I2B1	37.0	37.0			PH/363/36329-0/AF-Q8I2B1-F1-model_v3.json.gz
Q8I2J3	37.0	37.0			PH/363/36329-0/AF-Q8I2J3-F1-model_v3.json.gz
Q8I360	25.0	25.0			PH/363/36329-0/AF-Q8I360-F1-model_v3.json.gz
Q8IB03	25.0	30.0			PH/363/36329-0/AF-Q8IB03-F1-model_v3.json.gz
Q8IB03	37.0	37.0			PH/363/36329-0/AF-Q8IB03-F1-model_v3.json.gz
Q8IBI4	37.0	37.0			PH/363/36329-0/AF-Q8IBI4-F1-model_v3.json.gz
Q8IDD3	37.0	37.0			PH/363/36329-0/AF-Q8IDD3-F1-model_v3.json.gz
Q8IDM2	37.0	37.0			PH/363/36329-0/AF-Q8IDM2-F1-model_v3.json.gz
Q8IE38	37.0	37.0			PH/363/36329-0/AF-Q8IE38-F1-model_v3.json.gz
Q8IEG9	37.0	37.0			PH/363/36329-0/AF-Q8IEG9-F1-model_v3.json.gz
Q8IHW5	22.0	22.0			PH/363/36329-0/AF-Q8IHW5-F1-model_v3.json.gz
Q8II79	37.0	37.0			PH/363/36329-0/AF-Q8II79-F1-model_v3.json.gz
Q8IIB7	37.0	37.0			PH/363/36329-0/AF-Q8IIB7-F1-model_v3.json.gz
Q8IJ32	22.0	22.0			PH/363/36329-0/AF-Q8IJ32-F1-model_v3.json.gz
Q8IJH3	37.0	37.0			PH/363/36329-0/AF-Q8IJH3-F1-model_v3.json.gz
Q8IJH3	22.0	22.0			PH/363/36329-0/AF-Q8IJH3-F1-model_v3.json.gz
Q8IJS1	37.0	37.0			PH/363/36329-0/AF-Q8IJS1-F1-model_v3.json.gz
Q8IKG4	22.0	22.0			PH/363/36329-0/AF-Q8IKG4-F1-model_v3.json.gz
Q8IKP7	30.0	30.0			PH/363/36329-0/AF-Q8IKP7-F1-model_v3.json.gz
Q8ILF7	25.0	25.0			PH/363/36329-0/AF-Q8ILF7-F1-model_v3.json.gz
Q8ILT0	25.0	25.0			PH/363/36329-0/AF-Q8ILT0-F1-model_v3.json.gz
Q8IM75	37.0	37.0			PH/363/36329-0/AF-Q8IM75-F1-model_v3.json.gz
A0A1D3TG46	38.0	38.0			PH/363/36330-0/AF-A0A1D3TG46-F1-model_v3.json.gz
A0EQW8	60.0	60.0			PH/363/363332-0/AF-A0EQW8-F1-model_v3.json.gz
A0A023NFQ4	27.0	37.0			PH/363/3635-0/AF-A0A023NFQ4-F1-model_v3.json.gz
A0A023NGA8	27.0	37.0			PH/363/3635-0/AF-A0A023NGA8-F1-model_v3.json.gz
A2IBG2	45.0	45.0			PH/363/3635-7/AF-A2IBG2-F1-model_v3.json.gz
A8WCU3	37.0	37.0			PH/363/3635-7/AF-A8WCU3-F1-model_v3.json.gz
Q4KNC9	37.0	37.0			PH/363/3635-7/AF-Q4KNC9-F1-model_v3.json.gz
Q84NG3	30.0	30.0			PH/363/3635-7/AF-Q84NG3-F1-model_v3.json.gz
Q8RVP6	25.0	25.0			PH/363/3635-7/AF-Q8RVP6-F1-model_v3.json.gz
Q8RVW0	25.0	25.0			PH/363/3635-7/AF-Q8RVW0-F1-model_v3.json.gz
Q8VWZ6	30.0	30.0	10.0	75.0	PH/363/3635-7/AF-Q8VWZ6-F1-model_v3.json.gz
Q8VWZ6	30.0	60.0	10.0	75.0	PH/363/3635-7/AF-Q8VWZ6-F1-model_v3.json.gz
A9QT35	40.0	40.0	20.0	70.0	PH/363/363848-0/AF-A9QT35-F1-model_v3.json.gz
B5SU85	20.0	25.0			PH/363/363848-0/AF-B5SU85-F1-model_v3.json.gz
A0A1V0ELS9	10.0	10.0	10.0	45.0	PH/363/363952-1/AF-A0A1V0ELS9-F1-model_v3.json.gz
D1MW98	30.0	30.0			PH/364/364029-0/AF-D1MW98-F1-model_v3.json.gz
Q52VH2	30.0	30.0			PH/364/364098-0/AF-Q52VH2-F1-model_v3.json.gz
Q52VH2	25.0	25.0			PH/364/364098-0/AF-Q52VH2-F1-model_v3.json.gz
A0A1L3THR9	55.0	55.0			PH/364/36460-0/AF-A0A1L3THR9-F1-model_v3.json.gz
A6YGF1	60.0	60.0	30.0	65.0	PH/364/3649-0/AF-A6YGF1-F1-model_v3.json.gz
C9WCQ0	40.0	40.0			PH/364/3649-0/AF-C9WCQ0-F1-model_v3.json.gz
C9WCQ1	40.0	40.0	10.0	90.0	PH/364/3649-0/AF-C9WCQ1-F1-model_v3.json.gz
P00784	60.0	60.0	25.0	70.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	60.0	60.0	30.0	70.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	60.0	60.0	30.0	80.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	60.0	60.0	60.0	80.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	60.0	60.0	25.0	90.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	70.0	70.0	25.0	70.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	70.0	70.0	30.0	70.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	70.0	70.0	30.0	80.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	70.0	70.0	60.0	80.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	70.0	70.0	25.0	90.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	80.0	80.0	25.0	70.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	80.0	80.0	30.0	70.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	80.0	80.0	30.0	80.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	80.0	80.0	60.0	80.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	80.0	80.0	25.0	90.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	20.0	20.0	25.0	70.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	20.0	20.0	30.0	70.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	20.0	20.0	30.0	80.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	20.0	20.0	60.0	80.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	20.0	20.0	25.0	90.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	55.0	55.0	25.0	70.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	55.0	55.0	30.0	70.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	55.0	55.0	30.0	80.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	55.0	55.0	60.0	80.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P00784	55.0	55.0	25.0	90.0	PH/364/3649-0/AF-P00784-F1-model_v3.json.gz
P10056	25.0	25.0			PH/364/3649-0/AF-P10056-F1-model_v3.json.gz
P14080	30.0	30.0			PH/364/3649-0/AF-P14080-F1-model_v3.json.gz
P14080	40.0	40.0			PH/364/3649-0/AF-P14080-F1-model_v3.json.gz
P14080	25.0	25.0			PH/364/3649-0/AF-P14080-F1-model_v3.json.gz
Q8GTJ2	45.0	45.0			PH/364/3649-0/AF-Q8GTJ2-F1-model_v3.json.gz
A1VMN2	37.0	37.0			PH/365/365044-0/AF-A1VMN2-F1-model_v3.json.gz
Q93XR3	23.0	23.0			PH/365/3656-2/AF-Q93XR3-F1-model_v3.json.gz
A0A0A0K2U8	23.0	23.0			PH/365/3659-0/AF-A0A0A0K2U8-F1-model_v3.json.gz
A0A0A0LQ48	20.0	20.0			PH/365/3659-1/AF-A0A0A0LQ48-F1-model_v3.json.gz
C4PAW8	25.0	25.0			PH/365/3659-2/AF-C4PAW8-F1-model_v3.json.gz
J9RYI6	20.0	25.0			PH/365/3659-2/AF-J9RYI6-F1-model_v3.json.gz
U5YTM6	23.0	23.0			PH/365/3659-2/AF-U5YTM6-F1-model_v3.json.gz
A0A0N9LQL8	60.0	60.0			PH/365/36596-0/AF-A0A0N9LQL8-F1-model_v3.json.gz
D5LLN7	37.0	37.0			PH/365/36599-0/AF-D5LLN7-F1-model_v3.json.gz
D5LNB6	30.0	30.0			PH/365/36599-0/AF-D5LNB6-F1-model_v3.json.gz
Q27Z07	35.0	35.0			PH/365/36599-0/AF-Q27Z07-F1-model_v3.json.gz
A0A0N7E7X2	60.0	60.0			PH/366/36630-0/AF-A0A0N7E7X2-F1-model_v3.json.gz
A6UKD1	30.0	30.0			PH/366/366394-0/AF-A6UKD1-F1-model_v3.json.gz
A6UKD1	30.0	30.0			PH/366/366394-0/AF-A6UKD1-F1-model_v3.json.gz
P37064	20.0	20.0			PH/366/3665-0/AF-P37064-F1-model_v3.json.gz
A1XG20	25.0	25.0			PH/366/36651-0/AF-A1XG20-F1-model_v3.json.gz
U6A8H3	45.0	45.0			PH/366/36656-0/AF-U6A8H3-F1-model_v3.json.gz
A0A097PUC5	60.0	60.0			PH/366/36659-0/AF-A0A097PUC5-F1-model_v3.json.gz
A0A097PUC5	55.0	55.0			PH/366/36659-0/AF-A0A097PUC5-F1-model_v3.json.gz
B3GQ73	60.0	60.0			PH/366/36659-0/AF-B3GQ73-F1-model_v3.json.gz
B8YIE0	60.0	60.0			PH/366/36659-0/AF-B8YIE0-F1-model_v3.json.gz
Q09IZ4	40.0	40.0	30.0	70.0	PH/366/36659-0/AF-Q09IZ4-F1-model_v3.json.gz
Q09IZ4	40.0	40.0	10.0	45.0	PH/366/36659-0/AF-Q09IZ4-F1-model_v3.json.gz
Q09IZ4	60.0	60.0	30.0	70.0	PH/366/36659-0/AF-Q09IZ4-F1-model_v3.json.gz
Q09IZ4	60.0	60.0	10.0	45.0	PH/366/36659-0/AF-Q09IZ4-F1-model_v3.json.gz
Q09IZ4	50.0	50.0	30.0	70.0	PH/366/36659-0/AF-Q09IZ4-F1-model_v3.json.gz
Q09IZ4	50.0	50.0	10.0	45.0	PH/366/36659-0/AF-Q09IZ4-F1-model_v3.json.gz
Q9C3Z9	50.0	50.0			PH/366/36659-0/AF-Q9C3Z9-F1-model_v3.json.gz
O42783	30.0	30.0			PH/367/367110-0/AF-O42783-F1-model_v3.json.gz
Q01284	30.0	30.0			PH/367/367110-0/AF-Q01284-F1-model_v3.json.gz
Q1K5M0	60.0	60.0			PH/367/367110-0/AF-Q1K5M0-F1-model_v3.json.gz
Q7RW48	28.0	28.0			PH/367/367110-0/AF-Q7RW48-F1-model_v3.json.gz
Q7RYZ9	25.0	37.0			PH/367/367110-0/AF-Q7RYZ9-F1-model_v3.json.gz
Q7S0S2	30.0	30.0			PH/367/367110-0/AF-Q7S0S2-F1-model_v3.json.gz
Q7S1X0	40.0	50.0			PH/367/367110-0/AF-Q7S1X0-F1-model_v3.json.gz
Q7S2S4	50.0	50.0			PH/367/367110-0/AF-Q7S2S4-F1-model_v3.json.gz
Q7S3R5	60.0	60.0			PH/367/367110-0/AF-Q7S3R5-F1-model_v3.json.gz
Q7S3U4	25.0	25.0	45.0	45.0	PH/367/367110-0/AF-Q7S3U4-F1-model_v3.json.gz
Q7S3U4	40.0	40.0	45.0	45.0	PH/367/367110-0/AF-Q7S3U4-F1-model_v3.json.gz
Q7SCE9	42.0	42.0			PH/367/367110-0/AF-Q7SCE9-F1-model_v3.json.gz
Q7SD67	30.0	30.0			PH/367/367110-0/AF-Q7SD67-F1-model_v3.json.gz
Q7SD67	30.0	30.0			PH/367/367110-0/AF-Q7SD67-F1-model_v3.json.gz
Q7SFB0	45.0	45.0			PH/367/367110-0/AF-Q7SFB0-F1-model_v3.json.gz
Q9HGR3	55.0	55.0	20.0	80.0	PH/367/367110-0/AF-Q9HGR3-F1-model_v3.json.gz
Q9UUY8	30.0	30.0			PH/367/367110-0/AF-Q9UUY8-F1-model_v3.json.gz
Q8W259	40.0	40.0	30.0	50.0	PH/367/3673-2/AF-Q8W259-F1-model_v3.json.gz
O50580	60.0	60.0			PH/367/36746-1/AF-O50580-F1-model_v3.json.gz
T1WE96	20.0	25.0	45.0	45.0	PH/367/36767-0/AF-T1WE96-F1-model_v3.json.gz
Q2PWU9	37.0	37.0			PH/367/36773-0/AF-Q2PWU9-F1-model_v3.json.gz
Q59I44	40.0	40.0			PH/367/36773-0/AF-Q59I44-F1-model_v3.json.gz
Q59I44	35.0	35.0			PH/367/36773-0/AF-Q59I44-F1-model_v3.json.gz
A0A343IQS8	22.0	22.0			PH/367/36774-0/AF-A0A343IQS8-F1-model_v3.json.gz
A0A343IQS8	40.0	40.0			PH/367/36774-0/AF-A0A343IQS8-F1-model_v3.json.gz
A0A343IQS8	37.0	37.0			PH/367/36774-0/AF-A0A343IQS8-F1-model_v3.json.gz
G0ZDR5	40.0	40.0			PH/367/367791-0/AF-G0ZDR5-F1-model_v3.json.gz
A0A0H2XGF2	37.0	37.0			PH/367/367830-0/AF-A0A0H2XGF2-F1-model_v3.json.gz
A0A0H2XI76	37.0	37.0			PH/367/367830-0/AF-A0A0H2XI76-F1-model_v3.json.gz
A1A048	40.0	40.0			PH/367/367928-0/AF-A1A048-F1-model_v3.json.gz
B8XY24	55.0	55.0	30.0	70.0	PH/368/368267-0/AF-B8XY24-F1-model_v3.json.gz
A1RWP0	95.0	100.0			PH/368/368408-0/AF-A1RWP0-F1-model_v3.json.gz
A1RX09	45.0	45.0			PH/368/368408-0/AF-A1RX09-F1-model_v3.json.gz
A1S0B1	90.0	90.0	60.0	100.0	PH/368/368408-0/AF-A1S0B1-F1-model_v3.json.gz
O04385	30.0	30.0			PH/369/36903-0/AF-O04385-F1-model_v3.json.gz
Q8GT21	22.0	22.0			PH/369/36903-0/AF-Q8GT21-F1-model_v3.json.gz
Q9SPV4	30.0	30.0			PH/369/36903-0/AF-Q9SPV4-F1-model_v3.json.gz
Q9SPV4	30.0	30.0			PH/369/36903-0/AF-Q9SPV4-F1-model_v3.json.gz
A0PFK2	30.0	30.0			PH/369/3691-0/AF-A0PFK2-F1-model_v3.json.gz
A9PF83	25.0	25.0			PH/369/3694-3/AF-A9PF83-F1-model_v3.json.gz
B9GJG7	25.0	25.0			PH/369/3694-3/AF-B9GJG7-F1-model_v3.json.gz
B9IPD3	25.0	25.0			PH/369/3694-4/AF-B9IPD3-F1-model_v3.json.gz
Q9BLD2	37.0	37.0	37.0	52.0	PH/369/36987-1/AF-Q9BLD2-F1-model_v3.json.gz
D8UUL2	30.0	30.0			PH/369/36989-0/AF-D8UUL2-F1-model_v3.json.gz
P47924	37.0	37.0			PH/370/3702-10/AF-P47924-F1-model_v3.json.gz
P48622			8.0	30.0	PH/370/3702-10/AF-P48622-F1-model_v3.json.gz
P49040	37.0	37.0			PH/370/3702-10/AF-P49040-F1-model_v3.json.gz
P54150	22.0	22.0			PH/370/3702-10/AF-P54150-F1-model_v3.json.gz
P57681	30.0	30.0	7.5	7.5	PH/370/3702-10/AF-P57681-F1-model_v3.json.gz
P57681	37.0	37.0	7.5	7.5	PH/370/3702-10/AF-P57681-F1-model_v3.json.gz
P57681	30.0	30.0	7.5	7.5	PH/370/3702-10/AF-P57681-F1-model_v3.json.gz
P92979			24.0	30.0	PH/370/3702-10/AF-P92979-F1-model_v3.json.gz
P93031	37.0	37.0			PH/370/3702-10/AF-P93031-F1-model_v3.json.gz
P93046	20.0	20.0			PH/370/3702-10/AF-P93046-F1-model_v3.json.gz
P93046	20.0	20.0			PH/370/3702-10/AF-P93046-F1-model_v3.json.gz
P93836	30.0	30.0			PH/370/3702-10/AF-P93836-F1-model_v3.json.gz
P93836	37.0	37.0			PH/370/3702-10/AF-P93836-F1-model_v3.json.gz
Q00917	37.0	37.0			PH/370/3702-10/AF-Q00917-F1-model_v3.json.gz
Q02971	25.0	25.0			PH/370/3702-10/AF-Q02971-F1-model_v3.json.gz
Q05431			42.0	42.0	PH/370/3702-10/AF-Q05431-F1-model_v3.json.gz
Q05431			37.0	37.0	PH/370/3702-10/AF-Q05431-F1-model_v3.json.gz
Q05431			42.3	42.3	PH/370/3702-10/AF-Q05431-F1-model_v3.json.gz
Q05431			64.5	64.5	PH/370/3702-10/AF-Q05431-F1-model_v3.json.gz
Q08891	30.0	30.0			PH/370/3702-10/AF-Q08891-F1-model_v3.json.gz
Q1ENB6	30.0	30.0			PH/370/3702-10/AF-Q1ENB6-F1-model_v3.json.gz
Q1H537	25.0	25.0			PH/370/3702-10/AF-Q1H537-F1-model_v3.json.gz
Q1H537	20.0	25.0			PH/370/3702-10/AF-Q1H537-F1-model_v3.json.gz
Q24JJ8	25.0	25.0			PH/370/3702-10/AF-Q24JJ8-F1-model_v3.json.gz
Q2PGG3	37.0	37.0			PH/370/3702-10/AF-Q2PGG3-F1-model_v3.json.gz
Q38882	30.0	30.0			PH/370/3702-10/AF-Q38882-F1-model_v3.json.gz
Q38911	20.0	20.0			PH/370/3702-10/AF-Q38911-F1-model_v3.json.gz
Q38911	20.0	20.0			PH/370/3702-10/AF-Q38911-F1-model_v3.json.gz
Q39008			22.0	28.0	PH/370/3702-10/AF-Q39008-F1-model_v3.json.gz
Q39026	22.0	22.0			PH/370/3702-10/AF-Q39026-F1-model_v3.json.gz
Q39103	30.0	30.0			PH/370/3702-10/AF-Q39103-F1-model_v3.json.gz
Q39218	25.0	25.0			PH/370/3702-10/AF-Q39218-F1-model_v3.json.gz
Q39249	25.0	25.0			PH/370/3702-10/AF-Q39249-F1-model_v3.json.gz
Q3ECS3	60.0	60.0			PH/370/3702-10/AF-Q3ECS3-F1-model_v3.json.gz
Q42521	30.0	30.0			PH/370/3702-10/AF-Q42521-F1-model_v3.json.gz
Q42536	23.0	23.0			PH/370/3702-10/AF-Q42536-F1-model_v3.json.gz
Q42588	22.0	22.0			PH/370/3702-10/AF-Q42588-F1-model_v3.json.gz
Q42605	25.0	25.0			PH/370/3702-10/AF-Q42605-F1-model_v3.json.gz
Q52K88	37.0	37.0			PH/370/3702-10/AF-Q52K88-F1-model_v3.json.gz
Q5XF78	30.0	30.0			PH/370/3702-10/AF-Q5XF78-F1-model_v3.json.gz
Q66GI4	37.0	37.0			PH/370/3702-10/AF-Q66GI4-F1-model_v3.json.gz
Q66GI4	25.0	25.0			PH/370/3702-10/AF-Q66GI4-F1-model_v3.json.gz
Q66GM9	22.0	22.0			PH/370/3702-10/AF-Q66GM9-F1-model_v3.json.gz
Q67YC0	37.0	37.0			PH/370/3702-10/AF-Q67YC0-F1-model_v3.json.gz
Q6DBD7	37.0	37.0			PH/370/3702-10/AF-Q6DBD7-F1-model_v3.json.gz
Q6NLQ7	37.0	37.0			PH/370/3702-10/AF-Q6NLQ7-F1-model_v3.json.gz
Q6NQ66	25.0	25.0			PH/370/3702-10/AF-Q6NQ66-F1-model_v3.json.gz
Q6NQ66	25.0	25.0			PH/370/3702-10/AF-Q6NQ66-F1-model_v3.json.gz
Q6NQA8	22.0	22.0			PH/370/3702-10/AF-Q6NQA8-F1-model_v3.json.gz
Q6NQI8	30.0	30.0			PH/370/3702-10/AF-Q6NQI8-F1-model_v3.json.gz
Q6NQL4	37.0	37.0			PH/370/3702-10/AF-Q6NQL4-F1-model_v3.json.gz
Q7XJM2	28.0	28.0			PH/370/3702-10/AF-Q7XJM2-F1-model_v3.json.gz
Q7XJM2	25.0	25.0			PH/370/3702-10/AF-Q7XJM2-F1-model_v3.json.gz
Q84LM4	37.0	37.0			PH/370/3702-10/AF-Q84LM4-F1-model_v3.json.gz
Q84MD8	30.0	30.0			PH/370/3702-10/AF-Q84MD8-F1-model_v3.json.gz
Q84UU4	30.0	30.0			PH/370/3702-10/AF-Q84UU4-F1-model_v3.json.gz
Q84VZ1	40.0	40.0			PH/370/3702-10/AF-Q84VZ1-F1-model_v3.json.gz
Q84W55	22.0	22.0	22.0	37.0	PH/370/3702-10/AF-Q84W55-F1-model_v3.json.gz
Q8GRX1	70.0	70.0			PH/370/3702-10/AF-Q8GRX1-F1-model_v3.json.gz
Q8GUQ8	25.0	25.0			PH/370/3702-10/AF-Q8GUQ8-F1-model_v3.json.gz
Q8GW43	30.0	30.0			PH/370/3702-10/AF-Q8GW43-F1-model_v3.json.gz
Q8GWB7	21.0	21.0			PH/370/3702-10/AF-Q8GWB7-F1-model_v3.json.gz
Q8GWG0	22.0	22.0			PH/370/3702-10/AF-Q8GWG0-F1-model_v3.json.gz
Q8GXV5	25.0	25.0			PH/370/3702-10/AF-Q8GXV5-F1-model_v3.json.gz
Q8GXX0	25.0	25.0			PH/370/3702-10/AF-Q8GXX0-F1-model_v3.json.gz
Q8GXX0	9.0	13.0			PH/370/3702-10/AF-Q8GXX0-F1-model_v3.json.gz
Q8GYW8	30.0	30.0			PH/370/3702-10/AF-Q8GYW8-F1-model_v3.json.gz
Q8H133	30.0	30.0			PH/370/3702-11/AF-Q8H133-F1-model_v3.json.gz
Q8H1D8	22.0	22.0			PH/370/3702-11/AF-Q8H1D8-F1-model_v3.json.gz
Q8L493	37.0	37.0			PH/370/3702-11/AF-Q8L493-F1-model_v3.json.gz
Q8L518	30.0	30.0			PH/370/3702-11/AF-Q8L518-F1-model_v3.json.gz
Q8L707	21.0	21.0			PH/370/3702-11/AF-Q8L707-F1-model_v3.json.gz
Q8L7R2	47.0	47.0			PH/370/3702-11/AF-Q8L7R2-F1-model_v3.json.gz
Q8L840	37.0	37.0			PH/370/3702-11/AF-Q8L840-F1-model_v3.json.gz
Q8L970	30.0	30.0			PH/370/3702-11/AF-Q8L970-F1-model_v3.json.gz
Q8LAN3	30.0	30.0			PH/370/3702-11/AF-Q8LAN3-F1-model_v3.json.gz
Q8LB01	25.0	25.0			PH/370/3702-11/AF-Q8LB01-F1-model_v3.json.gz
Q8LDN8	25.0	25.0			PH/370/3702-11/AF-Q8LDN8-F1-model_v3.json.gz
Q8LG50	25.0	25.0			PH/370/3702-11/AF-Q8LG50-F1-model_v3.json.gz
Q8RWH3	30.0	30.0			PH/370/3702-11/AF-Q8RWH3-F1-model_v3.json.gz
Q8RXG3	22.0	22.0			PH/370/3702-11/AF-Q8RXG3-F1-model_v3.json.gz
Q8RY79	45.0	55.0			PH/370/3702-11/AF-Q8RY79-F1-model_v3.json.gz
Q8S8S2	30.0	30.0			PH/370/3702-11/AF-Q8S8S2-F1-model_v3.json.gz
Q8VXV7	22.0	22.0			PH/370/3702-11/AF-Q8VXV7-F1-model_v3.json.gz
Q8VXY9	30.0	30.0			PH/370/3702-11/AF-Q8VXY9-F1-model_v3.json.gz
Q8VY09	37.0	37.0			PH/370/3702-11/AF-Q8VY09-F1-model_v3.json.gz
Q8VY26	25.0	25.0			PH/370/3702-11/AF-Q8VY26-F1-model_v3.json.gz
Q8VY26	25.0	25.0			PH/370/3702-11/AF-Q8VY26-F1-model_v3.json.gz
Q8VYB9	37.0	37.0			PH/370/3702-11/AF-Q8VYB9-F1-model_v3.json.gz
Q8VYG2	37.0	37.0	4.0	42.0	PH/370/3702-11/AF-Q8VYG2-F1-model_v3.json.gz
Q8W471	37.0	37.0			PH/370/3702-11/AF-Q8W471-F1-model_v3.json.gz
Q93V56	22.0	22.0			PH/370/3702-11/AF-Q93V56-F1-model_v3.json.gz
Q93V61	60.0	65.0			PH/370/3702-11/AF-Q93V61-F1-model_v3.json.gz
Q93YN9	25.0	25.0			PH/370/3702-11/AF-Q93YN9-F1-model_v3.json.gz
Q93YU6	37.0	37.0			PH/370/3702-11/AF-Q93YU6-F1-model_v3.json.gz
Q93YW7	30.0	30.0			PH/370/3702-11/AF-Q93YW7-F1-model_v3.json.gz
Q93ZC9	35.0	35.0	10.0	60.0	PH/370/3702-11/AF-Q93ZC9-F1-model_v3.json.gz
Q93ZN9	36.0	36.0			PH/370/3702-11/AF-Q93ZN9-F1-model_v3.json.gz
Q93ZN9	25.0	25.0			PH/370/3702-11/AF-Q93ZN9-F1-model_v3.json.gz
Q93ZQ3	30.0	30.0			PH/370/3702-11/AF-Q93ZQ3-F1-model_v3.json.gz
Q940S3	30.0	37.0			PH/370/3702-11/AF-Q940S3-F1-model_v3.json.gz
Q94AF2	22.0	22.0			PH/370/3702-11/AF-Q94AF2-F1-model_v3.json.gz
Q94AF2	35.0	35.0			PH/370/3702-11/AF-Q94AF2-F1-model_v3.json.gz
Q94AF2	22.0	22.0			PH/370/3702-11/AF-Q94AF2-F1-model_v3.json.gz
Q94CE5	30.0	30.0			PH/370/3702-11/AF-Q94CE5-F1-model_v3.json.gz
Q94JM2	30.0	30.0			PH/370/3702-11/AF-Q94JM2-F1-model_v3.json.gz
Q94JV5	22.0	22.0			PH/370/3702-11/AF-Q94JV5-F1-model_v3.json.gz
Q94KE3	25.0	25.0			PH/370/3702-11/AF-Q94KE3-F1-model_v3.json.gz
