bitscore	cent1_cor	0.6882888868765137
bitscore	cent2_cor	0.7233663252070229
log(bitscore)	cent2_cor	0.7371751246103544
identFrac	cent1_cor	0.4322077216934863
identFrac	cent2_cor	0.7769276581432114
fisherrao	identFrac	-0.5497937162319575
fisherrao	cent1_cor	-0.15215569853460392
fisherrao	cent2_cor	-0.34763896015050416
RMSD	identFrac	-0.23835548693999617
RMSD	cent1_cor	-0.2147071793857049
RMSD	cent2_cor	-0.19646527465132696
RMSD	fisherrao	0.1121766936139927
RMSD	bitscore	-0.49710064658341324
RMSD	cent1_cor	-0.2909340398195702
RMSD	cent2_cor	-0.3454249683097634
elastic_dist	bitscore	-0.5549942779203588
elastic_dist	RMSD	0.15038024773219874
elastic_dist	fisherrao	0.6404307243260524
elastic_dist	cent1_cor	-0.29385302961547916
elastic_dist	cent2_cor	-0.5349542358842232
